thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,participant,session,age,gender,handedness,quest_prop_low,quest_low_converged,quest_prop_high,quest_high_converged,miniblock_order,starts_with,
,,12,17,001,26,f,r,calibration,0.55,2,0,12,0.5981210736084265,0.3976423325602886,1,False,0.6661012996919453,False,square,square,0.5992567766488658,16.45759863900622,2995.2829522991324,192.97819081429574,724,[np.int64(1128)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,13,17,001,26,f,r,calibration,0.55,2,0,13,0.5350820483873121,0.14055915473515587,1,False,0.6494058999232948,False,dot,dot,0.5778831279745853,15.612051960717817,2841.393456850643,232.8814025513773,1065,[np.int64(1568)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,14,17,001,26,f,r,calibration,0.55,2,0,14,0.5350820483873121,0.14055915473515587,1,False,0.6329542002640665,False,square,square,0.5565728277642351,15.46921164817023,2815.396519966982,262.10874666522113,331,[np.int64(99)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,15,17,001,26,f,r,calibration,0.55,2,0,15,0.47090191089840744,-0.11652402308997703,1,False,0.6962550999596715,False,dot,dot,0.5439747856665367,8.383921823205977,1525.873771823488,299.5590037917772,707,[np.int64(1040)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,16,17,001,26,f,r,calibration,0.55,2,0,16,0.47090191089840744,-0.11652402308997703,1,False,0.5625620000064373,False,square,square,0.5306773894191505,10.429421761048943,1898.1547605109076,273.0337887049449,1184,[np.int64(575)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,17,17,001,26,f,r,calibration,0.55,2,0,17,0.40766968306220214,-0.37360720091511007,1,False,0.600501099601388,False,square,square,0.5266988463824882,6.718334536376246,1222.7368856204769,396.04426121746405,8,[np.int64(684)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,18,17,001,26,f,r,calibration,0.55,2,0,18,0.40766968306220214,-0.37360720091511007,1,False,0.519818399567157,False,square,square,0.5209859270490541,8.233886710783617,1506.8012680734018,312.78401601780763,692,[np.int64(983)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,19,17,001,26,f,r,calibration,0.55,2,0,19,0.347354013008391,-0.6306903787402434,1,False,0.5109175001271069,False,dot,dot,0.5247914073193588,7.016448451766634,1276.9936182215274,525.8170208380723,1417,[np.int64(1258)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,20,17,001,26,f,r,calibration,0.55,2,0,20,0.347354013008391,-0.6306903787402434,1,False,0.5677807000465691,False,dot,dot,0.5259448519400488,5.250899891295438,955.6637802157697,297.8933152806785,1198,[np.int64(26)],-0.7114222225102254,3.0507123408197967,1.9558428971188335,0.02518438087691017,0.021290160478492127,,,,,,,,,,17,001,26,f,r,,,,,,,
,,21,17,001,26,f,r,calibration,0.55,2,0,21,0.347354013008391,-0.6306903787402434,1,False,0.6421230002306402,False,dot,dot,0.5246007008767902,5.5199717756474485,1004.6348631678356,359.2196251675064,587,[np.int64(769)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,22,17,001,26,f,r,calibration,0.55,2,0,22,0.29156950079727495,-0.887773556565376,0,False,0.5686444998718798,False,square,dot,0.44593896687827683,3.883133143264001,706.7302320740482,310.0756172763671,750,[np.int64(1057)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,23,17,001,26,f,r,calibration,0.55,2,0,23,0.40766968306220214,-0.37360720091511007,1,False,0.6744507001712918,False,square,square,0.43404514693444063,5.607394672345839,1020.5458303669426,350.3956136247238,1566,[np.int64(833)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,24,17,001,26,f,r,calibration,0.55,2,0,24,0.40766968306220214,-0.37360720091511007,1,False,1.0379464998841286,False,dot,dot,0.4229338455400325,7.14063091345909,1299.5948262495544,289.73913831859676,1463,[np.int64(1443)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,25,17,001,26,f,r,calibration,0.55,2,0,25,0.347354013008391,-0.6306903787402434,1,False,0.4961314997635782,False,dot,dot,0.41952809987516626,4.195334189875185,767.7461567471588,347.7469970515866,488,[np.int64(205)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,26,17,001,26,f,r,calibration,0.55,2,0,26,0.347354013008391,-0.6306903787402434,1,False,0.5635807001963258,False,dot,dot,0.41576456991570765,7.140124053700881,1299.5025777735605,169.20874045285257,1405,[np.int64(916)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,27,17,001,26,f,r,calibration,0.55,2,0,27,0.347354013008391,-0.6306903787402434,1,False,0.635039999615401,False,dot,dot,0.41188491535088423,5.347423300719034,973.2310407308642,240.78501873425094,639,[np.int64(1437)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,28,17,001,26,f,r,calibration,0.55,2,0,28,0.29156950079727495,-0.887773556565376,1,False,0.4019192000851035,False,dot,dot,0.41663835707544417,2.58185334314713,469.8973084527777,433.86982568163467,1473,[np.int64(1552)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,29,17,001,26,f,r,calibration,0.55,2,0,29,0.29156950079727495,-0.887773556565376,1,False,0.8685567998327315,False,square,square,0.42021966656162296,4.422223601964872,818.1113663635015,565.2398353590206,362,[np.int64(873)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,30,17,001,26,f,r,calibration,0.55,2,0,30,0.29156950079727495,-0.887773556565376,1,False,0.5333044002763927,False,square,square,0.42257196749116444,3.5553260736743475,647.0693454087312,131.3626718166822,172,[np.int64(41)],-1.02208968441231,3.2786790542454036,2.0726150181066796,0.022973572852466165,0.02068414516694215,,,,,,,,,,17,001,26,f,r,,,,,,,
,,31,17,001,26,f,r,calibration,0.55,2,0,31,0.2414297750189407,-1.1448567343905092,1,False,0.583617300260812,False,square,square,0.43335931773233927,3.225700679923053,587.0775237459957,551.0834803173683,69,[np.int64(1147)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,32,17,001,26,f,r,calibration,0.55,2,0,32,0.2414297750189407,-1.1448567343905092,1,False,0.500787700060755,False,dot,dot,0.44195057947984145,1.4235025983846923,259.077472906014,270.85251061449054,135,[np.int64(179)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,33,17,001,26,f,r,calibration,0.55,2,0,33,0.2414297750189407,-1.1448567343905092,1,False,0.46196109987795353,False,square,square,0.4479897484629576,0.8093778259161039,147.3067643167309,298.0843878507645,1201,[np.int64(516)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,34,17,001,26,f,r,calibration,0.55,2,0,34,0.2414297750189407,-1.1448567343905092,1,False,0.48521169973537326,False,square,square,0.4513602491466257,3.525279771693128,641.6009184481493,339.4787063627379,1527,[np.int64(35)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,35,17,001,26,f,r,calibration,0.55,2,0,35,0.19750845711691875,-1.4019399122156422,1,False,0.5600053002126515,False,dot,dot,0.4616230822562707,3.309620123834179,602.3508625378206,205.09893251360697,221,[np.int64(1442)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,36,17,001,26,f,r,calibration,0.55,2,0,36,0.19750845711691875,-1.4019399122156422,1,False,0.4863795996643603,False,dot,dot,0.4682394237650422,0.7695126560389788,140.05130339909414,320.87472747604374,981,[np.int64(957)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,37,17,001,26,f,r,calibration,0.55,2,0,37,0.19750845711691875,-1.4019399122156422,1,False,0.6117282002232969,False,square,square,0.47099470453037195,3.7582605857546327,684.0034266073432,451.5082697467013,1491,[np.int64(1400)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,38,17,001,26,f,r,calibration,0.55,2,0,38,0.19750845711691875,-1.4019399122156422,1,False,0.5364891001954675,False,dot,dot,0.47004405946948036,2.229068823544868,405.69052588516604,264.3130345259608,495,[np.int64(78)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,39,17,001,26,f,r,calibration,0.55,2,0,39,0.15989317907384526,-1.659023090040775,0,False,0.550762000028044,False,dot,square,0.4046933365293619,0.6432133622984976,117.70804530062506,371.41087331119996,1126,[np.int64(1324)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,40,17,001,26,f,r,calibration,0.55,2,0,40,0.2414297750189407,-1.1448567343905092,1,False,0.4725792002864182,False,dot,dot,0.3979580705382317,0.6468247479174575,118.36892886889473,339.91442381818274,581,[np.int64(827)],-1.4198635162272972,3.2690184821936197,2.0564014269381103,0.02109182225769003,0.02002792712376265,,,,,,,,,,17,001,26,f,r,,,,,,,
,,41,17,001,26,f,r,calibration,0.55,2,0,41,0.19750845711691875,-1.4019399122156422,0,False,0.8718039002269506,False,dot,square,0.356810834320351,0.5378204911544687,97.88332939011332,95.15625191113021,603,[np.int64(878)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,42,17,001,26,f,r,calibration,0.55,2,0,42,0.2414297750189407,-1.1448567343905092,1,False,0.35445139976218343,False,square,square,0.35126594218588125,1.7455089204725578,317.6826235260055,269.2798472253436,132,[np.int64(496)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,43,17,001,26,f,r,calibration,0.55,2,0,43,0.2414297750189407,-1.1448567343905092,1,False,1.0690287998877466,False,dot,dot,0.3451505992458091,2.064740189693292,377.8474547138725,356.08416567394784,1363,[np.int64(967)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,44,17,001,26,f,r,calibration,0.55,2,0,44,0.2414297750189407,-1.1448567343905092,1,False,0.48354539973661304,False,dot,dot,0.33879430014471656,1.1983465081116118,218.09906447631334,373.3933008284691,206,[np.int64(30)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,45,17,001,26,f,r,calibration,0.55,2,0,45,0.2414297750189407,-1.1448567343905092,1,False,0.6122648995369673,False,square,square,0.33248668987053265,3.2301342694523734,591.1145713097843,155.19394235511245,694,[np.int64(894)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,46,17,001,26,f,r,calibration,0.55,2,0,46,0.19750845711691875,-1.4019399122156422,1,False,0.6847550002858043,False,square,square,0.3316227849943603,1.7614918829819213,320.59152270270965,30.905703896721956,579,[np.int64(1144)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,47,17,001,26,f,r,calibration,0.55,2,0,47,0.19750845711691875,-1.4019399122156422,0,False,1.4127029995433986,False,dot,square,0.3028687554887793,1.873615169249006,340.9979608033191,117.36999908942978,139,[np.int64(370)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,48,17,001,26,f,r,calibration,0.55,2,0,48,0.2414297750189407,-1.1448567343905092,1,False,0.43833390017971396,False,square,square,0.2965284485150718,4.11584071546188,753.198850929524,187.7758235305179,261,[np.int64(644)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,49,17,001,26,f,r,calibration,0.55,2,0,49,0.2414297750189407,-1.1448567343905092,1,False,0.523048700299114,False,dot,dot,0.2905302244491503,2.0954678984131836,383.4706254096126,156.69035010797614,418,[np.int64(136)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,50,17,001,26,f,r,calibration,0.55,2,0,50,0.2414297750189407,-1.1448567343905092,1,False,0.6191314002498984,False,dot,dot,0.2849991956131965,0.9171342741961533,166.00130362950375,366.0344515141946,229,[np.int64(1042)],-1.4233369114551058,3.589907433945582,2.214162968552804,0.02028502316374511,0.019689547136476623,,,,,,,,,,17,001,26,f,r,,,,,,,
,,51,17,001,26,f,r,calibration,0.55,2,0,51,0.19750845711691875,-1.4019399122156422,1,False,0.4136194000020623,False,square,square,0.28425810127975576,2.9212424598430187,531.6661276914294,219.3826021302715,5,[np.int64(818)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,52,17,001,26,f,r,calibration,0.55,2,0,52,0.19750845711691875,-1.4019399122156422,1,False,0.4831722998060286,False,square,square,0.2832921719900961,2.122664757048996,388.4476505399663,255.4504049551728,1140,[np.int64(1584)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,53,17,001,26,f,r,calibration,0.55,2,0,53,0.19750845711691875,-1.4019399122156422,1,False,0.8080327999778092,False,dot,dot,0.28215625894636254,3.1980053089374105,588.4329768444835,102.54703341796761,1484,[np.int64(1266)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,54,17,001,26,f,r,calibration,0.55,2,0,54,0.19750845711691875,-1.4019399122156422,1,False,0.6343564996495843,False,dot,dot,0.2809044629771718,1.9686254188284804,364.19570248326886,203.77847933118287,534,[np.int64(1137)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,55,17,001,26,f,r,calibration,0.55,2,0,55,0.19750845711691875,-1.4019399122156422,1,False,0.6627751998603344,False,square,square,0.27958732439192996,2.3206855710873713,427.0061450800763,70.3803039897552,1461,[np.int64(137)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,56,17,001,26,f,r,calibration,0.55,2,0,56,0.15989317907384526,-1.659023090040775,1,False,0.45127980038523674,False,dot,dot,0.2843463480712537,1.6791270639209095,310.63850682536827,139.37145763597596,310,[np.int64(1426)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,57,17,001,26,f,r,calibration,0.55,2,0,57,0.15989317907384526,-1.659023090040775,1,False,2.312577299773693,False,square,square,0.28849174559291396,3.2580177331282063,592.9592274293335,219.30812724453259,183,[np.int64(574)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,58,17,001,26,f,r,calibration,0.55,2,0,58,0.15989317907384526,-1.659023090040775,1,False,0.5159750003367662,False,dot,dot,0.29191436533435466,-0.44869892238236214,-83.90669848550172,111.49420011533672,756,[np.int64(174)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,59,17,001,26,f,r,calibration,0.55,2,0,59,0.15989317907384526,-1.659023090040775,1,False,0.48023430025205016,False,dot,dot,0.2945451585066287,0.9010320344746626,164.88886230886325,325.9032122199151,1095,[np.int64(835)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,60,17,001,26,f,r,calibration,0.55,2,0,60,0.15989317907384526,-1.659023090040775,1,False,0.5830228002741933,False,dot,dot,0.29635791460569444,-0.40240417015100055,-73.2375589674821,311.995545918179,539,[np.int64(942)],-1.7577180187821067,3.6809536823767046,2.248941401659686,0.017731142086350758,0.01850368437426619,,,,,,,,,,17,001,26,f,r,,,,,,,
,,61,17,001,26,f,r,calibration,0.55,2,0,61,0.15989317907384526,-1.659023090040775,1,False,0.5253262002952397,False,dot,dot,0.2973680490244297,0.8665610195029395,158.58066656903793,97.4461798475361,1314,[np.int64(184)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,62,17,001,26,f,r,calibration,0.55,2,0,62,0.15989317907384526,-1.659023090040775,0,False,0.918291499838233,False,square,dot,0.26286561947418285,1.2288223386550954,226.10331031253756,193.5352822725841,746,[np.int64(673)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,63,17,001,26,f,r,calibration,0.55,2,0,63,0.15989317907384526,-1.659023090040775,1,False,0.8536106999963522,False,square,square,0.26435869644930926,0.5464868512920156,99.46060693514684,132.62010103476365,936,[np.int64(826)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,64,17,001,26,f,r,calibration,0.55,2,0,64,0.15989317907384526,-1.659023090040775,1,False,0.8370797000825405,False,dot,dot,0.2654450402341573,1.7136892334139422,311.8914404813375,153.14082371194604,1203,[np.int64(919)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,65,17,001,26,f,r,calibration,0.55,2,0,65,0.15989317907384526,-1.659023090040775,1,False,0.5680619003251195,False,square,square,0.26613044329405766,1.397229603466776,254.2957878309532,210.345519047201,970,[np.int64(735)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,66,17,001,26,f,r,calibration,0.55,2,0,66,0.15989317907384526,-1.659023090040775,1,False,0.40125880017876625,False,dot,dot,0.2664350255108346,1.0592947658872955,198.08812122092425,112.28999896474303,1418,[np.int64(111)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,67,17,001,26,f,r,calibration,0.55,2,0,67,0.15989317907384526,-1.659023090040775,0,False,0.9783413000404835,False,square,dot,0.24140307299556557,-0.8874181054112873,-161.5100951848543,363.4303826605313,1360,[np.int64(400)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,68,17,001,26,f,r,calibration,0.55,2,0,68,0.15989317907384526,-1.659023090040775,0,False,0.7544292998500168,False,dot,square,0.22400453078446683,2.3095646158098866,448.055535467118,259.6163074910263,1309,[np.int64(469)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,69,17,001,26,f,r,calibration,0.55,2,0,69,0.19750845711691875,-1.4019399122156422,1,False,0.30733919981867075,False,square,square,0.22103548896078837,0.7664781785972515,142.56494121908878,100.28235647546879,925,[np.int64(703)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,70,17,001,26,f,r,calibration,0.55,2,0,70,0.19750845711691875,-1.4019399122156422,0,False,0.577464499976486,False,dot,square,0.21658230155384844,0.736894285635443,134.85165427128607,226.64693659188214,618,[np.int64(504)],-1.553505610177454,3.1745308049199155,1.9488046296567378,0.02003667735247261,0.019528886637084124,,,,,,,,,,17,001,26,f,r,,,,,,,
,,71,17,001,26,f,r,calibration,0.55,2,0,71,0.19750845711691875,-1.4019399122156422,1,False,0.5390091999433935,False,square,square,0.21373125530613027,2.3322765387976063,433.8034362163548,150.7866141167361,1507,[np.int64(867)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,72,17,001,26,f,r,calibration,0.55,2,0,72,0.19750845711691875,-1.4019399122156422,1,False,0.46401940006762743,False,square,square,0.2110698792887274,0.48958511401085986,89.10449074997649,81.4539223034694,166,[np.int64(652)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,73,17,001,26,f,r,calibration,0.55,2,0,73,0.19750845711691875,-1.4019399122156422,1,False,0.5001918999478221,False,dot,dot,0.2085960195287469,0.6212957111999963,113.69711514959933,18.66248554937572,1395,[np.int64(16)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,74,17,001,26,f,r,calibration,0.55,2,0,74,0.19750845711691875,-1.4019399122156422,1,False,0.4451042003929615,False,dot,dot,0.20630567826246404,1.2071476308519902,223.32231170761818,181.8173176188739,1583,[np.int64(1546)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,75,17,001,26,f,r,calibration,0.55,2,0,75,0.19750845711691875,-1.4019399122156422,1,False,0.4199975002557039,False,square,square,0.20419339845055717,0.7590297224704261,138.90243921208798,27.187002108167338,596,[np.int64(287)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,76,17,001,26,f,r,calibration,0.55,2,0,76,0.19750845711691875,-1.4019399122156422,1,False,0.8459212998859584,False,dot,dot,0.20225257134312183,1.0678026675372605,242.39120553095813,22.815640373304575,1295,[np.int64(1131)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,77,17,001,26,f,r,calibration,0.55,2,0,77,0.15989317907384526,-1.659023090040775,0,False,0.6169758997857571,False,dot,square,0.190143646575321,0.6562874474779907,121.41317778342828,143.37593996179197,1138,[np.int64(217)],nan,nan,nan,nan,nan,,,,,,,,,,17,001,26,f,r,,,,,,,
,,78,17,001,26,f,r,calibration,0.85,2,-1,1,0.5981210736084265,0.3976423325602886,1,False,1.500036499928683,False,square,square,0.8833941500202273,4.638119405430607,876.6045676263848,40.661962034847605,544,[np.int64(499)],0.49887896444510554,3.2323377588830704,2.050691472501904,0.0257364756811414,0.02148582368615677,,,,,,,,,,17,001,26,f,r,0.08089319548096584,True,,,,,
,,79,17,001,26,f,r,calibration,0.85,2,-1,2,0.5350820483873121,0.14055915473515587,1,False,0.5270175999030471,False,square,square,0.8974722567509856,5.768677426893207,1067.2053239752433,66.3903344138636,1288,[np.int64(917)],0.3118133766571681,3.2082444668428995,2.0424419558677074,0.025480950703595955,0.02143037331807896,,,,,,,,,,17,001,26,f,r,0.08089319548096584,True,,,,,
,,80,17,001,26,f,r,calibration,0.85,2,-1,3,0.5350820483873121,0.14055915473515587,1,False,0.466675799805671,False,square,square,0.8872830967337415,4.806648640758732,1076.689295529956,47.40641808027995,170,[np.int64(1146)],0.12417907816641394,3.202036049568465,2.0413069970393267,0.025192955999298612,0.021365090692057793,,,,,,,,,,17,001,26,f,r,0.08089319548096584,True,,,,,
,,81,17,001,26,f,r,calibration,0.85,2,-1,4,0.5350820483873121,0.14055915473515587,1,False,0.4322259998880327,False,square,square,0.8556339725168699,5.149630065810815,1071.1230536886494,61.035084261989155,177,[np.int64(1039)],-0.05217551202368467,3.212904805647718,2.0470640208696436,0.02487584370063665,0.021289789542834836,,,,,,,,,,17,001,26,f,r,0.08089319548096584,True,,,,,
,,82,17,001,26,f,r,calibration,0.85,2,-1,5,0.5981210736084265,0.3976423325602886,1,False,0.49469020031392574,False,square,square,0.8003514367271172,4.078351370822318,1407.0312229336998,61.22554003147601,1479,[np.int64(1086)],-0.19317776838267303,3.249692783827168,2.061588839060837,0.024504387610261986,0.02119693986790726,,,,,,,,,,17,001,26,f,r,0.08089319548096584,True,,,,,
