thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,1,14,001,25,f,r,calibration,0.85,2,-1,1,0.5981210736084265,0.3976423325602886,1,False,1.0083272997289896,False,square,square,0.8833941500202273,12.036376635908308,2142.475041191679,128.41011780613442,598,[np.int64(547)],0.49887896444510554,3.2323377588830704,2.050691472501904,0.0257364756811414,0.02148582368615677,,,,,,,,,,14,001,25,f,r,,,,,,,
,,2,14,001,25,f,r,calibration,0.85,2,-1,2,0.5350820483873121,0.14055915473515587,1,False,1.3981072003953159,False,square,square,0.8974722567509856,5.286798077648154,1469.7298655861866,109.74139310863848,151,[np.int64(537)],0.3118133766571681,3.2082444668428995,2.0424419558677074,0.025480950703595955,0.02143037331807896,,,,,,,,,,14,001,25,f,r,,,,,,,
,,3,14,001,25,f,r,calibration,0.85,2,-1,3,0.5350820483873121,0.14055915473515587,0,False,0.9515160997398198,False,square,dot,0.740702350112224,3.9559217022041606,1044.3633293818984,80.04039051043483,1408,[np.int64(649)],0.7752517326412891,3.2235786499692125,2.0451617349383113,0.02619226944093072,0.021574301459289062,,,,,,,,,,14,001,25,f,r,,,,,,,
,,4,14,001,25,f,r,calibration,0.85,2,-1,4,0.6580745541515514,0.654725510385422,1,False,0.7426696000620723,False,dot,dot,0.7397423584914392,3.965072818199842,1467.0769427339415,84.83356667208055,1534,[np.int64(835)],0.6297406971557854,3.2142404198883767,2.0426093048376748,0.02589782640406036,0.02151475624523756,,,,,,,,,,14,001,25,f,r,,,,,,,
,,5,14,001,25,f,r,calibration,0.85,2,-1,5,0.6580745541515514,0.654725510385422,1,False,0.7350502000190318,False,square,square,0.7235592940430066,1.3889065169784454,681.9530998364166,23.656044447834105,295,[np.int64(604)],0.49091630787068,3.2226024820593597,2.0475759197757126,0.025577753125668908,0.021446575556066758,,,,,,,,,,14,001,25,f,r,,,,,,,
,,6,14,001,25,f,r,calibration,0.85,2,-1,6,0.6580745541515514,0.654725510385422,1,False,0.5762962000444531,False,square,square,0.6963423673395278,3.7336523219761015,1836.956942412242,80.7045765485919,917,[np.int64(756)],0.36471537494103495,3.2468463707834427,2.0591453546820264,0.02523578713096422,0.02136974955243413,,,,,,,,,,14,001,25,f,r,,,,,,,
,,7,14,001,25,f,r,calibration,0.85,2,-1,7,0.6580745541515514,0.654725510385422,1,False,0.909776299726218,False,dot,dot,0.6634030669294354,2.4298758406007166,957.3710811966823,29.43953158607124,143,[np.int64(1462)],0.25440974621366214,3.2846184320472283,2.0759874565405747,0.02487611202769755,0.021284493184194776,,,,,,,,,,14,001,25,f,r,,,,,,,
,,8,14,001,25,f,r,calibration,0.85,2,-1,8,0.6580745541515514,0.654725510385422,1,False,0.7766247000545263,False,square,square,0.62964601953371,1.6961513887990447,924.4025068954794,23.430250853862535,1487,[np.int64(1099)],0.16067953272214122,3.3333975985599444,2.0966363084443382,0.024502836123940344,0.021191166959422195,,,,,,,,,,14,001,25,f,r,,,,,,,
,,9,14,001,25,f,r,calibration,0.85,2,-1,9,0.5981210736084265,0.3976423325602886,1,False,1.655024299863726,False,dot,dot,0.6057307313063602,2.9973889498140123,1139.0078009293247,47.29085972396189,1443,[np.int64(111)],0.06633631713970009,3.3697144956955376,2.1126357478071935,0.024155092542896377,0.021099853350541608,,,,,,,,,,14,001,25,f,r,,,,,,,
,,10,14,001,25,f,r,calibration,0.85,2,-1,10,0.5350820483873121,0.14055915473515587,0,False,0.9244572003372014,False,square,dot,0.5426386719284765,5.2836049248559736,1674.9027611793435,80.72372944090408,759,[np.int64(696)],0.36424109781004665,3.337752921635904,2.1002886348948584,0.025125583600844718,0.02133449838707701,,,,,,,,,,14,001,25,f,r,,,,,,,
