thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,1,16,001,26,f,r,calibration,0.85,2,-1,1,0.5981210736084265,0.3976423325602886,1,False,1.2465834999457002,False,square,square,0.8833941500202273,11.857254095406601,2146.162991268595,174.19859396966245,1037,[np.int64(1007)],0.49887896444510554,3.2323377588830704,2.050691472501904,0.0257364756811414,0.02148582368615677,,,,,,,,,,16,001,26,f,r,,,,,,,
,,2,16,001,26,f,r,calibration,0.85,2,-1,2,0.5350820483873121,0.14055915473515587,1,False,1.4822295000776649,False,square,square,0.8974722567509856,12.08770068620077,2199.96152488854,170.1901752339363,692,[np.int64(124)],0.3118133766571681,3.2082444668428995,2.0424419558677074,0.025480950703595955,0.02143037331807896,,,,,,,,,,16,001,26,f,r,,,,,,,
,,3,16,001,26,f,r,calibration,0.85,2,-1,3,0.5350820483873121,0.14055915473515587,0,False,1.373707799706608,False,square,dot,0.740702350112224,9.234751358387545,1754.6027580936334,179.36075255265735,1281,[np.int64(584)],0.7752517326412891,3.2235786499692125,2.0451617349383113,0.02619226944093072,0.021574301459289062,,,,,,,,,,16,001,26,f,r,,,,,,,
,,4,16,001,26,f,r,calibration,0.85,2,-1,4,0.6580745541515514,0.654725510385422,1,False,1.3459144998341799,False,dot,dot,0.7397423584914392,14.303892806383482,2746.3474188256287,176.80767817224145,761,[np.int64(644)],0.6297406971557854,3.2142404198883767,2.0426093048376748,0.02589782640406036,0.02151475624523756,,,,,,,,,,16,001,26,f,r,,,,,,,
,,5,16,001,26,f,r,calibration,0.85,2,-1,5,0.6580745541515514,0.654725510385422,1,False,1.4104622001759708,False,square,square,0.7235592940430066,8.495605164891206,2098.414475728128,138.39308972162237,818,[np.int64(232)],0.49091630787068,3.2226024820593597,2.0475759197757126,0.025577753125668908,0.021446575556066758,,,,,,,,,,16,001,26,f,r,,,,,,,
,,6,16,001,26,f,r,calibration,0.85,2,-1,6,0.6580745541515514,0.654725510385422,0,False,1.1597084002569318,False,dot,square,0.6458348278394798,7.020563312896828,1748.1202649113102,114.75133739302368,1483,[np.int64(1181)],0.919359758005108,3.140296154445933,2.0056160956493576,0.02673870405677488,0.02166513559462078,,,,,,,,,,16,001,26,f,r,,,,,,,
,,7,16,001,26,f,r,calibration,0.85,2,-1,7,0.7133701336716126,0.9118086882105548,1,False,1.322668000124395,False,square,square,0.6385884462640056,10.573716650946334,3246.1310118405245,191.81537367178422,822,[np.int64(1485)],0.8035515558082124,3.141780240128105,2.007332686503522,0.026421410094942394,0.021606720592588686,,,,,,,,,,16,001,26,f,r,,,,,,,
,,8,16,001,26,f,r,calibration,0.85,2,-1,8,0.7133701336716126,0.9118086882105548,1,False,1.2775797001086175,False,square,square,0.6217774490910708,11.054602628473853,2675.2138360906724,196.70775047927216,167,[np.int64(1592)],0.6952775588946213,3.15931966947544,2.016453101683839,0.026083700223448886,0.02154071161995526,,,,,,,,,,16,001,26,f,r,,,,,,,
,,9,16,001,26,f,r,calibration,0.85,2,-1,9,0.7133701336716126,0.9118086882105548,1,False,1.6253259000368416,False,square,square,0.5987263699931477,5.18777016741598,1571.894360727042,80.70866018051015,1164,[np.int64(878)],0.5975739726784498,3.1910245183323127,2.0318287175881395,0.025728765906555838,0.021467061865109494,,,,,,,,,,16,001,26,f,r,,,,,,,
,,10,16,001,26,f,r,calibration,0.85,2,-1,10,0.7133701336716126,0.9118086882105548,1,False,1.5737809999845922,False,square,square,0.5729430710483637,6.9584768616032155,2094.501535342568,144.14941040247172,977,[np.int64(1127)],0.5118151631824925,3.2347819563457363,2.05208901881712,0.02535990610428484,0.0213858646244863,,,,,,,,,,16,001,26,f,r,,,,,,,
