thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,participant,session,age,gender,handedness,quest_prop_low,quest_low_converged,quest_prop_high,quest_high_converged,miniblock_order,starts_with,
,,1,15,001,22,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,1,False,2.7664103996939957,False,square,square,0.9585022178944526,-2.5461428374888686,-453.2134250730186,198.0145140811854,1315,[np.int64(1244)],-0.6105307855798056,3.2449087058269095,2.055422663760532,0.0257181206205907,0.02148187862845949,,,,,,,,,,15,001,22,f,r,,,,,,,
,,2,15,001,22,f,r,calibration,0.55,2,0,2,0.347354013008391,-0.6306903787402434,1,False,1.4586235000751913,False,dot,dot,0.9261401199953351,1.831346356151782,346.1244613126868,212.30848025896506,637,[np.int64(317)],-0.8088180781535858,3.249478062754128,2.0577708660113303,0.025403727978280513,0.021413000928689013,,,,,,,,,,15,001,22,f,r,,,,,,,
,,3,15,001,22,f,r,calibration,0.55,2,0,3,0.40766968306220214,-0.37360720091511007,1,False,2.6903280997648835,False,dot,dot,0.8644614427153365,1.8454287757519083,337.71346596259923,175.68508932019753,799,[np.int64(674)],-0.9700635822792076,3.279681644503007,2.0687435841488386,0.025032186531235075,0.021327013668469365,,,,,,,,,,15,001,22,f,r,,,,,,,
,,4,15,001,22,f,r,calibration,0.55,2,0,4,0.347354013008391,-0.6306903787402434,1,False,1.6607360998168588,False,square,square,0.8074724288348268,7.287837352478833,1464.8553078482455,180.98047421118008,567,[np.int64(604)],-1.1190240970074623,3.311627193935783,2.081136767193931,0.024670840428403354,0.021238771821626617,,,,,,,,,,15,001,22,f,r,,,,,,,
,,5,15,001,22,f,r,calibration,0.55,2,0,5,0.347354013008391,-0.6306903787402434,1,False,2.3426903998479247,False,dot,dot,0.7495926648821191,1.0438647954351457,221.29933663225086,212.5244597267851,867,[np.int64(1015)],-1.241575383088058,3.354074156241943,2.096974867907407,0.024293246696899848,0.021141592718768264,,,,,,,,,,15,001,22,f,r,,,,,,,
,,6,15,001,22,f,r,calibration,0.55,2,0,6,0.29156950079727495,-0.887773556565376,1,False,4.309378399979323,False,dot,dot,0.7023309908200142,6.091355154131847,1346.1894890631381,135.04720569810365,1130,[np.int64(1122)],-1.3588216304629763,3.3918364397574012,2.1111728966575884,0.0239330736742811,0.02104422061423556,,,,,,,,,,15,001,22,f,r,,,,,,,
,,7,15,001,22,f,r,calibration,0.55,2,0,7,0.2414297750189407,-1.1448567343905092,1,False,3.0442303000018,False,square,square,0.6655040029490339,-0.3733655037108036,-78.03339027555796,351.1614415237448,776,[np.int64(1435)],-1.4742093410781325,3.418155583309828,2.1207082838013434,0.02359503306669166,0.02094866297451967,,,,,,,,,,15,001,22,f,r,,,,,,,
,,8,15,001,22,f,r,calibration,0.55,2,0,8,0.19750845711691875,-1.4019399122156422,0,False,2.264162799809128,False,dot,square,0.6214410445217736,0.037483205787844066,10.04549915114221,5.09179370994257,1539,[np.int64(1014)],-1.1173861205605946,3.3850004075460247,2.109644284083345,0.024566217129071633,0.021202477564770623,,,,,,,,,,15,001,22,f,r,,,,,,,
,,9,15,001,22,f,r,calibration,0.55,2,0,9,0.347354013008391,-0.6306903787402434,0,False,1.5102377999573946,False,square,dot,0.6928305345835859,5.503204343008875,1029.0992121426596,48.24857161349268,516,[np.int64(793)],-0.6940541231538803,3.050866044490896,1.9428103501549905,0.026685844363781276,0.021625610154170097,,,,,,,,,,15,001,22,f,r,,,,,,,
,,10,15,001,22,f,r,calibration,0.55,2,0,10,0.47090191089840744,-0.11652402308997703,1,False,1.6194889000616968,False,square,square,0.6358376228348266,10.413876655399475,2009.8781944920986,179.78373049229236,781,[np.int64(588)],-0.7852174829901303,3.100528063112281,1.9637772367875403,0.026280472128333822,0.0215493103446453,,,,,,,,,,15,001,22,f,r,,,,,,,
