participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
15,001,22,f,r,memory_test,247,1,bun_07s,unseen,,,,no,1.2790251998230815,52,61
15,001,22,f,r,memory_test,248,2,french_horn_05s,seen,yes,low,controlled,no,1.2771250996738672,51,62
15,001,22,f,r,memory_test,249,3,checkers_06s,unseen,,,,no,1.8307965998537838,52,61
15,001,22,f,r,memory_test,250,4,chocolate_11s,unseen,,,,no,1.7147110002115369,52,61
15,001,22,f,r,memory_test,251,5,swab_02s,unseen,,,,no,1.1861608996987343,52,61
15,001,22,f,r,memory_test,252,6,headrest_10s,unseen,,,,no,2.1177942999638617,52,61
15,001,22,f,r,memory_test,253,7,headdress_11s,seen,yes,low,controlled,yes,1.863577099982649,51,61
15,001,22,f,r,memory_test,254,8,easter_egg_12s,unseen,,,,yes,1.738795599900186,52,62
15,001,22,f,r,memory_test,255,9,wafer_08s,seen,no,high,uncontrolled,yes,3.158950900193304,51,61
15,001,22,f,r,memory_test,256,10,olive_12s,unseen,,,,no,1.0518662999384105,52,61
15,001,22,f,r,memory_test,257,11,windsock_09s,seen,yes,high,controlled,yes,0.8266274002380669,51,61
15,001,22,f,r,memory_test,258,12,sewage_01b,unseen,,,,no,0.9744750000536442,52,61
15,001,22,f,r,memory_test,259,13,undershirt_04s,seen,no,low,uncontrolled,yes,0.7146193999797106,51,61
15,001,22,f,r,memory_test,260,14,shower_cap_12s,seen,no,low,uncontrolled,yes,0.8206211999058723,51,61
15,001,22,f,r,memory_test,261,15,vending_machine_03s,seen,no,high,uncontrolled,yes,0.7756106997840106,51,61
15,001,22,f,r,memory_test,262,16,bowling_ball_01b,seen,no,high,uncontrolled,no,0.8002237998880446,51,62
15,001,22,f,r,memory_test,263,17,mouse2_09s,seen,no,high,uncontrolled,no,1.0292504001408815,51,62
15,001,22,f,r,memory_test,264,18,eyeliner_10s,seen,yes,high,controlled,yes,0.6976800998672843,51,61
15,001,22,f,r,memory_test,265,19,tamale_13s,seen,yes,low,controlled,no,1.8045171000994742,51,62
15,001,22,f,r,memory_test,266,20,ironing_board_01b,seen,yes,high,controlled,yes,0.6694211000576615,51,61
15,001,22,f,r,memory_test,267,21,polo_shirt_14s,unseen,,,,no,1.2277824003249407,52,61
15,001,22,f,r,memory_test,268,22,orange_rind_15s,seen,no,low,uncontrolled,yes,0.6459911996498704,51,61
15,001,22,f,r,memory_test,269,23,headband_04s,unseen,,,,no,0.9515542001463473,52,61
15,001,22,f,r,memory_test,270,24,chopsticks_04s,unseen,,,,no,2.040548199787736,52,61
15,001,22,f,r,memory_test,271,25,bubble_wrap_11s,unseen,,,,no,1.271629299968481,52,61
15,001,22,f,r,memory_test,272,26,dumbbell_10s,seen,yes,high,controlled,yes,0.9570148000493646,51,61
15,001,22,f,r,memory_test,273,27,dough_17s,seen,no,high,uncontrolled,no,1.4778713998384774,51,62
15,001,22,f,r,memory_test,274,28,piggy_bank_01b,seen,no,high,uncontrolled,no,0.9011089000850916,51,62
15,001,22,f,r,memory_test,275,29,bracelet1_12s,seen,no,high,uncontrolled,no,1.627628699876368,51,62
15,001,22,f,r,memory_test,276,30,suitcase_11s,seen,no,high,uncontrolled,no,2.0279657999053597,51,62
15,001,22,f,r,memory_test,277,31,scrambled_egg_12s,unseen,,,,no,1.0198135999962687,52,61
15,001,22,f,r,memory_test,278,32,pliers_10s,seen,yes,high,controlled,no,1.277019899804145,51,62
15,001,22,f,r,memory_test,279,33,shaving_cream_05s,unseen,,,,no,1.9330648998729885,52,61
15,001,22,f,r,memory_test,280,34,fruitcake_05s,unseen,,,,no,1.308178000152111,52,61
15,001,22,f,r,memory_test,281,35,fishhook_09s,seen,no,high,uncontrolled,yes,0.7229237002320588,51,61
15,001,22,f,r,memory_test,282,36,sweater_13s,unseen,,,,no,1.0874300999566913,52,61
15,001,22,f,r,memory_test,283,37,robot_14s,seen,yes,high,controlled,no,1.1076910998672247,51,62
15,001,22,f,r,memory_test,284,38,phone_booth_06s,unseen,,,,yes,1.1934091001749039,52,62
15,001,22,f,r,memory_test,285,39,sofa_bed_13s,unseen,,,,no,0.9189299000427127,52,61
15,001,22,f,r,memory_test,286,40,icicle_12s,seen,no,high,uncontrolled,no,1.0925143002532423,51,62
15,001,22,f,r,memory_test,287,41,leotard_13s,seen,no,low,uncontrolled,yes,0.8991964999586344,51,61
15,001,22,f,r,memory_test,288,42,pie_02s,unseen,,,,no,0.9391513001173735,52,61
15,001,22,f,r,memory_test,289,43,bib_13n,unseen,,,,no,0.756540599744767,52,61
15,001,22,f,r,memory_test,290,44,wallet_05s,seen,yes,high,controlled,yes,0.9904109998606145,51,61
15,001,22,f,r,memory_test,291,45,refrigerator_11s,seen,yes,low,controlled,no,0.9969108998775482,51,62
15,001,22,f,r,memory_test,292,46,grapefruit_09s,seen,no,high,uncontrolled,yes,1.851424100343138,51,61
15,001,22,f,r,memory_test,293,47,block_15s,unseen,,,,yes,1.8479308001697063,52,62
15,001,22,f,r,memory_test,294,48,boa_02s,unseen,,,,no,1.0447701998054981,52,61
15,001,22,f,r,memory_test,295,49,faucet_09s,unseen,,,,no,0.9242226998321712,52,61
15,001,22,f,r,memory_test,296,50,skirt_02s,seen,yes,high,controlled,no,0.8976718997582793,51,62
15,001,22,f,r,memory_test,297,51,toothpick_14n,seen,yes,low,controlled,no,0.8327065999619663,51,62
15,001,22,f,r,memory_test,298,52,snowball_01b,seen,no,low,uncontrolled,no,0.8279514000751078,51,62
15,001,22,f,r,memory_test,299,53,keyboard_15s,seen,yes,high,controlled,yes,1.2800023001618683,51,61
15,001,22,f,r,memory_test,300,54,gearshift_11n,unseen,,,,no,0.8294333000667393,52,61
15,001,22,f,r,memory_test,301,55,latte_01b,seen,yes,high,controlled,yes,0.8217024002224207,51,61
15,001,22,f,r,memory_test,302,56,pistachio_11s,unseen,,,,no,0.9759870995767415,52,61
15,001,22,f,r,memory_test,303,57,wooden_leg_02s,unseen,,,,no,0.7675590002909303,52,61
15,001,22,f,r,memory_test,304,58,kazoo_08s,unseen,,,,yes,1.0586484000086784,52,62
15,001,22,f,r,memory_test,305,59,crystal1_05s,unseen,,,,no,0.5733846998773515,52,61
15,001,22,f,r,memory_test,306,60,sequin_08s,seen,no,high,uncontrolled,no,0.7258302001282573,51,62
15,001,22,f,r,memory_test,307,61,lego_12s,seen,yes,low,controlled,no,0.8671690002083778,51,62
15,001,22,f,r,memory_test,308,62,juicer1_09s,unseen,,,,no,0.7989090997725725,52,61
15,001,22,f,r,memory_test,309,63,mashed_potato_05s,unseen,,,,no,0.7678336002863944,52,61
15,001,22,f,r,memory_test,310,64,glove_11s,unseen,,,,no,0.8458861000835896,52,61
15,001,22,f,r,memory_test,311,65,t-shirt_06s,seen,no,high,uncontrolled,no,1.9026035000570118,51,62
15,001,22,f,r,memory_test,312,66,throne_02s,seen,yes,low,controlled,no,2.4509419999085367,51,62
15,001,22,f,r,memory_test,313,67,diskette_03s,unseen,,,,yes,1.9090384002774954,52,62
15,001,22,f,r,memory_test,314,68,marshmallow_12s,seen,no,high,uncontrolled,yes,0.886576899792999,51,61
15,001,22,f,r,memory_test,315,69,hydrant_12s,seen,no,high,uncontrolled,no,1.3221911997534335,51,62
15,001,22,f,r,memory_test,316,70,chili_11s,seen,no,high,uncontrolled,no,1.8708132999017835,51,62
