participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
16,001,26,f,r,memory_test,261,1,grapefruit_09s,seen,yes,high,controlled,no,1.0475407000631094,51,62
16,001,26,f,r,memory_test,262,2,bowtie_14s,seen,yes,low,controlled,no,1.1615949999541044,51,62
16,001,26,f,r,memory_test,263,3,spring_roll_05s,unseen,,,,no,0.7796498998068273,52,61
16,001,26,f,r,memory_test,264,4,soy_sauce_10s,unseen,,,,no,0.7523499000817537,52,61
16,001,26,f,r,memory_test,265,5,yarn_10s,seen,yes,high,controlled,no,1.0114032998681068,51,62
16,001,26,f,r,memory_test,266,6,cream_cheese_05s,unseen,,,,no,0.7555440999567509,52,61
16,001,26,f,r,memory_test,267,7,steak_15s,unseen,,,,no,0.6849429998546839,52,61
16,001,26,f,r,memory_test,268,8,icicle_12s,seen,no,low,uncontrolled,no,0.753683399874717,51,62
16,001,26,f,r,memory_test,269,9,parfait_17s,seen,no,low,uncontrolled,yes,1.0167543003335595,51,61
16,001,26,f,r,memory_test,270,10,cotton_candy_08s,seen,yes,high,controlled,yes,0.5985213001258671,51,61
16,001,26,f,r,memory_test,271,11,scoop_12s,unseen,,,,no,0.7970602000132203,52,61
16,001,26,f,r,memory_test,272,12,latte_01b,seen,no,high,uncontrolled,yes,0.6103936000727117,51,61
16,001,26,f,r,memory_test,273,13,hood_06s,seen,yes,low,controlled,yes,0.7805069996975362,51,61
16,001,26,f,r,memory_test,274,14,chickpea_02s,seen,no,low,uncontrolled,yes,1.1931808996014297,51,61
16,001,26,f,r,memory_test,275,15,hot_tub_07s,seen,yes,low,controlled,no,0.8908275999128819,51,62
16,001,26,f,r,memory_test,276,16,spareribs_10s,seen,yes,high,controlled,no,0.7552046999335289,51,62
16,001,26,f,r,memory_test,277,17,cheesecake_13s,unseen,,,,no,0.8886051001027226,52,61
16,001,26,f,r,memory_test,278,18,leggings_12s,unseen,,,,no,1.4873542999848723,52,61
16,001,26,f,r,memory_test,279,19,punch2_01b,unseen,,,,no,1.0018873000517488,52,61
16,001,26,f,r,memory_test,280,20,boxer_shorts_09s,seen,yes,high,controlled,yes,0.804543299600482,51,61
16,001,26,f,r,memory_test,281,21,rattle_08s,unseen,,,,no,0.6820438001304865,52,61
16,001,26,f,r,memory_test,282,22,razor_09s,seen,yes,high,controlled,no,0.9835334001109004,51,62
16,001,26,f,r,memory_test,283,23,playpen_05s,unseen,,,,no,0.781538899987936,52,61
16,001,26,f,r,memory_test,284,24,coal_08s,seen,yes,high,controlled,yes,1.0324145001359284,51,61
16,001,26,f,r,memory_test,285,25,donut_15s,unseen,,,,yes,0.6233483999967575,52,62
16,001,26,f,r,memory_test,286,26,dumbbell_10s,seen,no,low,uncontrolled,yes,0.8926548999734223,51,61
16,001,26,f,r,memory_test,287,27,gearshift_11n,unseen,,,,no,0.869393200147897,52,61
16,001,26,f,r,memory_test,288,28,sequin_08s,seen,no,high,uncontrolled,no,0.7175878002308309,51,62
16,001,26,f,r,memory_test,289,29,subway_13s,unseen,,,,no,0.945852099917829,52,61
16,001,26,f,r,memory_test,290,30,doorstop_06s,unseen,,,,no,0.8911632997915149,52,61
16,001,26,f,r,memory_test,291,31,diamond_14s,unseen,,,,no,0.8273066002875566,52,61
16,001,26,f,r,memory_test,292,32,footprint_11s,unseen,,,,no,0.763293500058353,52,61
16,001,26,f,r,memory_test,293,33,sauerkraut_03s,unseen,,,,no,0.8281576000154018,52,61
16,001,26,f,r,memory_test,294,34,scale_05s,unseen,,,,no,0.7835527998395264,52,61
16,001,26,f,r,memory_test,295,35,shorts_12s,unseen,,,,no,0.7662006001919508,52,61
16,001,26,f,r,memory_test,296,36,wood_03s,seen,no,low,uncontrolled,yes,0.717703300062567,51,61
16,001,26,f,r,memory_test,297,37,grain_05s,seen,yes,low,controlled,no,0.7486038999632001,51,62
16,001,26,f,r,memory_test,298,38,tattoo_04s,seen,no,high,uncontrolled,yes,0.6552333999425173,51,61
16,001,26,f,r,memory_test,299,39,mannequin_03s,unseen,,,,no,0.7351195998489857,52,61
16,001,26,f,r,memory_test,300,40,bandage_01b,unseen,,,,no,0.6466433997265995,52,61
16,001,26,f,r,memory_test,301,41,dough_17s,seen,yes,low,controlled,yes,0.7963234996423125,51,61
16,001,26,f,r,memory_test,302,42,wallet_05s,seen,no,low,uncontrolled,no,1.139242300298065,51,62
16,001,26,f,r,memory_test,303,43,mixer_03s,seen,no,low,uncontrolled,no,0.6997454999946058,51,62
16,001,26,f,r,memory_test,304,44,nutcracker_06s,seen,no,low,uncontrolled,yes,0.9436853998340666,51,61
16,001,26,f,r,memory_test,305,45,suit_14s,seen,yes,low,controlled,no,0.6831875001080334,51,62
16,001,26,f,r,memory_test,306,46,hula_hoop_16s,seen,yes,high,controlled,yes,0.9721806002780795,51,61
16,001,26,f,r,memory_test,307,47,harness_03s,unseen,,,,no,0.6208317000418901,52,61
16,001,26,f,r,memory_test,308,48,target_14s,unseen,,,,no,0.6149725997820497,52,61
16,001,26,f,r,memory_test,309,49,float_04s,unseen,,,,no,0.5898009999655187,52,61
16,001,26,f,r,memory_test,310,50,cantaloupe_07s,unseen,,,,no,0.6086514997296035,52,61
16,001,26,f,r,memory_test,311,51,pinball_09s,seen,no,low,uncontrolled,yes,0.8917057001963258,51,61
16,001,26,f,r,memory_test,312,52,suspenders_09s,unseen,,,,no,1.3858700999990106,52,61
16,001,26,f,r,memory_test,313,53,touchpad_11s,unseen,,,,no,0.6072912001982331,52,61
16,001,26,f,r,memory_test,314,54,toilet_12s,unseen,,,,no,1.1684185001067817,52,61
16,001,26,f,r,memory_test,315,55,hairnet_07s,seen,yes,low,controlled,yes,0.9071587002836168,51,61
16,001,26,f,r,memory_test,316,56,meatball_14s,seen,no,high,uncontrolled,no,0.965769600123167,51,62
16,001,26,f,r,memory_test,317,57,hobbyhorse_04s,seen,no,high,uncontrolled,no,0.7470790999941528,51,62
16,001,26,f,r,memory_test,318,58,videocassette_07n,seen,yes,high,controlled,no,0.6150915999896824,51,62
16,001,26,f,r,memory_test,319,59,lamb_chop_18s,seen,no,low,uncontrolled,yes,1.0385400000959635,51,61
16,001,26,f,r,memory_test,320,60,salami_08s,unseen,,,,no,0.9262664997950196,52,61
16,001,26,f,r,memory_test,321,61,french_fries_11s,seen,no,low,uncontrolled,no,0.8530976995825768,51,62
16,001,26,f,r,memory_test,322,62,fur_coat_12s,seen,yes,low,controlled,yes,0.8564487998373806,51,61
16,001,26,f,r,memory_test,323,63,football_helmet_05s,unseen,,,,no,0.7275820001959801,52,61
16,001,26,f,r,memory_test,324,64,safety_pin_03s,seen,no,low,uncontrolled,no,0.8980749999172986,51,62
16,001,26,f,r,memory_test,325,65,pesto_07s,seen,no,low,uncontrolled,no,0.7664911998435855,51,62
16,001,26,f,r,memory_test,326,66,saltshaker_08s,unseen,,,,no,0.744533599819988,52,61
16,001,26,f,r,memory_test,327,67,scarecrow_09s,unseen,,,,no,0.7584117003716528,52,61
16,001,26,f,r,memory_test,328,68,chili_11s,seen,no,low,uncontrolled,no,0.8040017001330853,51,62
16,001,26,f,r,memory_test,329,69,refrigerator_11s,seen,yes,high,controlled,yes,0.8276211000047624,51,61
16,001,26,f,r,memory_test,330,70,tack_06s,seen,yes,low,controlled,yes,0.7654846999794245,51,61
16,001,26,f,r,memory_test,331,71,roll_01b,seen,yes,low,controlled,yes,1.2209021002054214,51,61
16,001,26,f,r,memory_test,332,72,cassette_07s,unseen,,,,no,0.7555104000493884,52,61
16,001,26,f,r,memory_test,333,73,coffee_13s,seen,yes,low,controlled,yes,1.197535399813205,51,61
16,001,26,f,r,memory_test,334,74,brick_09s,unseen,,,,yes,1.319120700005442,52,62
16,001,26,f,r,memory_test,335,75,chalk_02s,seen,no,low,uncontrolled,yes,1.0949888001196086,51,61
16,001,26,f,r,memory_test,336,76,blueberry_07s,unseen,,,,no,0.7985687996260822,52,61
16,001,26,f,r,memory_test,337,77,ham_05s,seen,yes,high,controlled,no,0.9112460999749601,51,62
16,001,26,f,r,memory_test,338,78,nail_file_05s,unseen,,,,no,0.7232160000130534,52,61
16,001,26,f,r,memory_test,339,79,pasta_06s,seen,yes,low,controlled,no,0.6395211997441947,51,62
16,001,26,f,r,memory_test,340,80,squeegee_10s,unseen,,,,no,1.0338873001746833,52,61
16,001,26,f,r,memory_test,341,81,jeans_07s,unseen,,,,no,0.9236945998854935,52,61
16,001,26,f,r,memory_test,342,82,hotdog_03s,seen,no,low,uncontrolled,no,0.6498408000916243,51,62
16,001,26,f,r,memory_test,343,83,card_07s,unseen,,,,no,0.7466255999170244,52,61
