participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
14,001,25,f,r,memory_test,271,1,cornhusk_03s,unseen,,,,no,1.23319480009377,52,61
14,001,25,f,r,memory_test,272,2,coffee_filter_05s,seen,yes,low,controlled,no,2.085032000206411,51,62
14,001,25,f,r,memory_test,273,3,jersey_07s,seen,no,high,uncontrolled,yes,0.8062990000471473,51,61
14,001,25,f,r,memory_test,274,4,limousine_10s,seen,no,high,uncontrolled,yes,0.7466743998229504,51,61
14,001,25,f,r,memory_test,275,5,ready_meal_11s,unseen,,,,no,0.7733630002476275,52,61
14,001,25,f,r,memory_test,276,6,waffle_iron_14s,unseen,,,,no,0.6803906001150608,52,61
14,001,25,f,r,memory_test,277,7,hula_hoop_16s,seen,no,high,uncontrolled,yes,1.098024900071323,51,61
14,001,25,f,r,memory_test,278,8,flan_02s,seen,yes,high,controlled,yes,0.6531198001466691,51,61
14,001,25,f,r,memory_test,279,9,quiche_11s,unseen,,,,yes,0.6279750000685453,52,62
14,001,25,f,r,memory_test,280,10,playing_card_12s,seen,no,high,uncontrolled,yes,0.6931497002951801,51,61
14,001,25,f,r,memory_test,281,11,ham_05s,seen,yes,high,controlled,yes,0.8601886997930706,51,61
14,001,25,f,r,memory_test,282,12,seesaw_03s,unseen,,,,no,0.8111192001961172,52,61
14,001,25,f,r,memory_test,283,13,diskette_03s,unseen,,,,yes,1.1146299000829458,52,62
14,001,25,f,r,memory_test,284,14,hairnet_07s,seen,yes,low,controlled,yes,0.8612659000791609,51,61
14,001,25,f,r,memory_test,285,15,scarecrow_09s,unseen,,,,no,0.7107148999348283,52,61
14,001,25,f,r,memory_test,286,16,ironing_board_01b,seen,yes,high,controlled,yes,0.7554834997281432,51,61
14,001,25,f,r,memory_test,287,17,biscuit_09s,seen,yes,high,controlled,yes,0.5735931000672281,51,61
14,001,25,f,r,memory_test,288,18,wrench_04s,unseen,,,,no,1.015828900039196,52,61
14,001,25,f,r,memory_test,289,19,patty_09s,unseen,,,,no,0.7399381999857724,52,61
14,001,25,f,r,memory_test,290,20,asparagus_07s,unseen,,,,no,0.6641051997430623,52,61
14,001,25,f,r,memory_test,291,21,wood_03s,seen,no,high,uncontrolled,yes,1.177476600278169,51,61
14,001,25,f,r,memory_test,292,22,latte_01b,seen,no,low,uncontrolled,yes,1.053768000099808,51,61
14,001,25,f,r,memory_test,293,23,slot_machine_05s,seen,yes,low,controlled,yes,1.2090663998387754,51,61
14,001,25,f,r,memory_test,294,24,pie_02s,unseen,,,,no,0.6307966997846961,52,61
14,001,25,f,r,memory_test,295,25,cork_10s,seen,no,high,uncontrolled,no,0.6613560998812318,51,62
14,001,25,f,r,memory_test,296,26,waffle_17s,unseen,,,,no,0.9251365000382066,52,61
14,001,25,f,r,memory_test,297,27,scoop_12s,unseen,,,,no,1.3097011996433139,52,61
14,001,25,f,r,memory_test,298,28,card_07s,unseen,,,,no,0.7931996998377144,52,61
14,001,25,f,r,memory_test,299,29,playpen_05s,unseen,,,,no,0.928390100132674,52,61
14,001,25,f,r,memory_test,300,30,water_heater_01b,unseen,,,,yes,0.9712243000976741,52,62
14,001,25,f,r,memory_test,301,31,dough_17s,seen,yes,low,controlled,no,1.4551657000556588,51,62
14,001,25,f,r,memory_test,302,32,taffy_08s,seen,no,high,uncontrolled,yes,0.5675721997395158,51,61
14,001,25,f,r,memory_test,303,33,belt_14s,seen,no,low,uncontrolled,yes,0.6442599999718368,51,61
14,001,25,f,r,memory_test,304,34,bulletproof_vest_03s,seen,yes,low,controlled,yes,0.6151288999244571,51,61
14,001,25,f,r,memory_test,305,35,javelin_01s,seen,yes,low,controlled,yes,0.5570959001779556,51,61
14,001,25,f,r,memory_test,306,36,quesadilla_02s,unseen,,,,no,0.7471361998468637,52,61
14,001,25,f,r,memory_test,307,37,turtleneck_10s,unseen,,,,no,0.6774210999719799,52,61
14,001,25,f,r,memory_test,308,38,toast_13s,seen,no,high,uncontrolled,no,0.8408764000050724,51,62
14,001,25,f,r,memory_test,309,39,match_07s,unseen,,,,no,0.6426157997921109,52,61
14,001,25,f,r,memory_test,310,40,banana_06s,seen,yes,low,controlled,no,0.5998759004287422,51,62
14,001,25,f,r,memory_test,311,41,gold_13s,seen,no,high,uncontrolled,yes,0.5772971999831498,51,61
14,001,25,f,r,memory_test,312,42,lab_coat_04s,unseen,,,,no,0.6957712001167238,52,61
14,001,25,f,r,memory_test,313,43,riser_11s,unseen,,,,no,0.6829899000003934,52,61
14,001,25,f,r,memory_test,314,44,refrigerator_11s,seen,yes,low,controlled,no,0.5528948004357517,51,62
14,001,25,f,r,memory_test,315,45,applesauce_05s,unseen,,,,no,0.6668321001343429,52,61
14,001,25,f,r,memory_test,316,46,bracelet1_12s,seen,no,low,uncontrolled,no,0.6906798002310097,51,62
