participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_fix,mem_trigger_onset,mem_trigger_resp
5,001,24,f,r,memory_test,252,1,ham_05s,seen,yes,high,controlled,yes,0.9281204999997499,82,52,61
5,001,24,f,r,memory_test,253,2,paint_01b,seen,no,high,uncontrolled,yes,0.8883703999999852,84,54,61
5,001,24,f,r,memory_test,254,3,sweeper_02s,seen,no,high,uncontrolled,no,4.802130400000351,84,54,62
5,001,24,f,r,memory_test,255,4,boa_02s,unseen,,,,no,0.8570114000003741,85,55,61
5,001,24,f,r,memory_test,256,5,cufflink_05s,unseen,,,,no,0.839738299999226,85,55,61
5,001,24,f,r,memory_test,257,6,eclair_13s,unseen,,,,no,0.7430960000001505,85,55,61
5,001,24,f,r,memory_test,258,7,cloak_13s,unseen,,,,no,0.9710042000006069,85,55,61
5,001,24,f,r,memory_test,259,8,wig_01s,unseen,,,,no,0.7540656999999555,85,55,61
5,001,24,f,r,memory_test,260,9,money_14s,seen,yes,high,controlled,yes,2.165572599999905,82,52,61
5,001,24,f,r,memory_test,261,10,ice_cube_03s,seen,yes,low,controlled,yes,0.6826212999994823,81,51,61
5,001,24,f,r,memory_test,262,11,cantaloupe_07s,unseen,,,,no,0.6756963999996515,85,55,61
5,001,24,f,r,memory_test,263,12,sauerkraut_03s,unseen,,,,no,0.7006444999997257,85,55,61
5,001,24,f,r,memory_test,264,13,eggshell_13s,unseen,,,,no,0.6852152999999817,85,55,61
5,001,24,f,r,memory_test,265,14,kimono_06s,unseen,,,,no,0.6039513000005172,85,55,61
5,001,24,f,r,memory_test,266,15,bedpan_08s,seen,no,high,uncontrolled,yes,0.6740808000004108,84,54,61
5,001,24,f,r,memory_test,267,16,veil_01s,seen,no,low,uncontrolled,yes,0.643324599999687,83,53,61
5,001,24,f,r,memory_test,268,17,headrest_10s,unseen,,,,no,0.6172854000005827,85,55,61
5,001,24,f,r,memory_test,269,18,seismograph_06s,seen,no,high,uncontrolled,yes,0.7958609999996042,84,54,61
5,001,24,f,r,memory_test,270,19,paperclip_07s,seen,no,low,uncontrolled,no,0.7415520999993532,83,53,62
5,001,24,f,r,memory_test,271,20,dough_17s,seen,no,low,uncontrolled,yes,0.7787430999997014,83,53,61
5,001,24,f,r,memory_test,272,21,wallet_05s,seen,no,high,uncontrolled,no,0.8883753999998589,84,54,62
5,001,24,f,r,memory_test,273,22,card_07s,unseen,,,,no,0.9639110999996774,85,55,61
5,001,24,f,r,memory_test,274,23,sofa_bed_13s,unseen,,,,no,0.6537262000001647,85,55,61
5,001,24,f,r,memory_test,275,24,bench_16n,unseen,,,,no,0.642877899999803,85,55,61
5,001,24,f,r,memory_test,276,25,squirt_gun_15s,seen,no,high,uncontrolled,yes,0.8343267000000196,84,54,61
5,001,24,f,r,memory_test,277,26,nail_polish_03s,unseen,,,,no,0.8974061999997502,85,55,61
5,001,24,f,r,memory_test,278,27,bulletproof_vest_03s,seen,no,low,uncontrolled,yes,0.7692683999994188,83,53,61
5,001,24,f,r,memory_test,279,28,test_tube_17s,unseen,,,,no,0.8815147999994224,85,55,61
5,001,24,f,r,memory_test,280,29,toothbrush_12s,unseen,,,,no,1.6233084000004965,85,55,61
5,001,24,f,r,memory_test,281,30,ironing_board_01b,seen,no,low,uncontrolled,yes,2.4220562000000427,83,53,61
5,001,24,f,r,memory_test,282,31,bubble_wrap_11s,unseen,,,,no,0.7901812000000064,85,55,61
5,001,24,f,r,memory_test,283,32,scrambled_egg_12s,unseen,,,,no,0.7603395999994973,85,55,61
5,001,24,f,r,memory_test,284,33,hairbrush_08s,unseen,,,,no,0.6147115000003396,85,55,61
5,001,24,f,r,memory_test,285,34,corset_09s,seen,yes,high,controlled,yes,0.65796440000031,82,52,61
5,001,24,f,r,memory_test,286,35,rollerskate_12s,unseen,,,,no,0.7390237999998135,85,55,61
5,001,24,f,r,memory_test,287,36,hot_chocolate_12s,seen,yes,high,controlled,yes,0.8998264000001654,82,52,61
5,001,24,f,r,memory_test,288,37,crucifix_09s,seen,yes,high,controlled,yes,0.6868217000001096,82,52,61
5,001,24,f,r,memory_test,289,38,broom_10s,unseen,,,,no,0.6620881999997437,85,55,61
5,001,24,f,r,memory_test,290,39,corn_14s,seen,no,high,uncontrolled,no,1.4317118999997547,84,54,62
5,001,24,f,r,memory_test,291,40,french_horn_05s,seen,no,low,uncontrolled,yes,0.6464310999999725,83,53,61
5,001,24,f,r,memory_test,292,41,wooden_leg_02s,unseen,,,,no,0.6928090000001248,85,55,61
5,001,24,f,r,memory_test,293,42,coffin_06s,unseen,,,,no,1.5144181999994544,85,55,61
5,001,24,f,r,memory_test,294,43,cummerbund_15s,unseen,,,,yes,0.751857100000052,85,55,62
5,001,24,f,r,memory_test,295,44,asparagus_07s,unseen,,,,no,0.6143953999999212,85,55,61
