thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,1,8,001,24,f,r,calibration,0.75,2,-1,1,0.5981210736084265,0.3976423325602886,0,True,nan,False,square,timeout,0.8616289063946317,3.7750110574641584,758.7772225502958,23.07162098366075,1080,[np.int64(1094)],0.6828951676047573,3.2578881299235967,2.0598586972362543,0.026000000000000002,0.021540659228538015,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,2,8,001,24,f,r,calibration,0.75,2,-1,2,0.5981210736084265,0.3976423325602886,1,False,1.0047250000061467,False,square,square,0.8833941500202273,3.6089924115924847,707.362512672127,26.872217432177806,572,[np.int64(1042)],0.49887896444510554,3.2323377588830704,2.050691472501904,0.0257364756811414,0.02148582368615677,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,3,8,001,24,f,r,calibration,0.75,2,-1,3,0.5350820483873121,0.14055915473515587,1,False,2.2835604999854695,False,square,square,0.8974722567509856,7.630410087479378,1472.66914688352,101.559365248128,1151,[np.int64(976)],0.3118133766571681,3.2082444668428995,2.0424419558677074,0.025480950703595955,0.02143037331807896,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,4,8,001,24,f,r,calibration,0.75,2,-1,4,0.5350820483873121,0.14055915473515587,0,False,1.208461600006558,False,dot,square,0.740702350112224,9.548067581674054,1756.844435028026,130.17241659610826,359,[np.int64(821)],0.7752517326412891,3.2235786499692125,2.0451617349383113,0.02619226944093072,0.021574301459289062,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,5,8,001,24,f,r,calibration,0.75,2,-1,5,0.6580745541515514,0.654725510385422,0,False,1.0674906999920495,False,square,dot,0.6060929499652783,9.654048327774369,1785.9989406382583,101.09797165324808,906,[np.int64(753)],1.1385385473602894,3.2468927295662304,2.0513347965649276,0.026927383947142124,0.02170482331260858,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,6,8,001,24,f,r,calibration,0.75,2,-1,6,0.7133701336716126,0.9118086882105548,0,False,0.8567930999852251,False,square,dot,0.49535478379451,6.360045222956502,1240.2088184765178,116.5578985013735,343,[np.int64(1245)],1.3829080868631556,3.317663337068033,2.0783928235158426,0.027521345561559774,0.02179752263674704,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,7,8,001,24,f,r,calibration,0.75,2,-1,7,0.7629446568996856,1.1688918660356877,1,False,0.7429467999900226,False,square,square,0.5088821020243846,12.669662827573797,2318.5482974460047,192.5330234551087,148,[np.int64(735)],1.2991850778611105,3.2760311003803833,2.0602728668722055,0.027251444393844852,0.02175532092279266,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,8,8,001,24,f,r,calibration,0.75,2,-1,8,0.7629446568996856,1.1688918660356877,1,False,0.837778499990236,False,square,square,0.5154129023484424,12.830668488427134,2335.1816648937383,113.30725280317775,35,[np.int64(819)],1.2134409667937769,3.2520211493992512,2.050057141842806,0.026961093807492294,0.021707127200889437,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,9,8,001,24,f,r,calibration,0.75,2,-1,9,0.7629446568996856,1.1688918660356877,1,False,0.8169228000042494,False,square,square,0.5149905621333498,13.338241330678951,2574.2805768210374,163.77682995842665,1167,[np.int64(1352)],1.1284203695403414,3.24511608455857,2.0478730090636783,0.0266515890391629,0.021652558410631417,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,10,8,001,24,f,r,calibration,0.75,2,-1,10,0.7629446568996856,1.1688918660356877,1,False,0.8218928000133019,False,square,square,0.5084950594805205,10.443530248702606,2276.689594217168,153.01131892121566,1130,[np.int64(1154)],1.046647482668643,3.2542962641829796,2.053320745428939,0.026324722229037464,0.02159133931671292,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,11,8,001,24,f,r,calibration,0.75,2,-1,11,0.7629446568996856,1.1688918660356877,1,False,0.84235570000601,False,square,square,0.49741185694705387,6.169700377207158,1351.1643826083675,94.51805362313063,321,[np.int64(918)],nan,nan,nan,nan,nan,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,12,8,001,24,f,r,calibration,0.75,2,-1,12,0.7629446568996856,1.1688918660356877,1,False,1.0407706999976654,False,square,square,0.48349326959081107,10.79877523525602,2462.1207536383727,143.92051622443677,1196,[np.int64(289)],nan,nan,nan,nan,nan,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,13,8,001,24,f,r,calibration,0.75,2,-1,13,0.7629446568996856,1.1688918660356877,1,False,0.9213440000021365,False,square,square,0.4684259941860939,3.894311887725613,771.0737537696714,24.968613809231975,647,[np.int64(1217)],nan,nan,nan,nan,nan,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,14,8,001,24,f,r,calibration,0.75,2,-1,14,0.7133701336716126,0.9118086882105548,1,False,0.8691780000226572,False,dot,dot,0.4607578410128986,4.5301396796409,906.0279359281801,45.35782076778261,71,[np.int64(194)],nan,nan,nan,nan,nan,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
,,15,8,001,24,f,r,calibration,0.75,2,-1,15,0.7133701336716126,0.9118086882105548,1,False,0.8696132000186481,False,dot,dot,0.45181705245904286,13.563499227880557,2468.5568594742613,134.91365302787864,990,[np.int64(136)],nan,nan,nan,nan,nan,,,,,,,,,,,,,8,001,24,f,r,,,,,,,
