thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,46,14,001,25,f,r,calibration,0.75,2,-1,46,0.5350820483873121,0.14055915473515587,1,False,0.8254355000099167,False,square,square,0.17335201357754804,7.438047192706022,1524.7996745047344,99.5191130761377,573,[np.int64(135)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,47,14,001,25,f,r,calibration,0.75,2,-1,47,0.5350820483873121,0.14055915473515587,1,False,0.7389667999232188,False,dot,dot,0.17039699475060238,-1.4220571199968126,-258.8143958394199,28.832354610467583,57,[np.int64(1463)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,48,14,001,25,f,r,calibration,0.75,2,-1,48,0.47090191089840744,-0.11652402308997703,1,False,0.7458421998890117,False,square,square,0.17014349414075072,14.92007323499213,2775.133621708536,80.55027532850242,1257,[np.int64(74)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,49,14,001,25,f,r,calibration,0.75,2,-1,49,0.47090191089840744,-0.11652402308997703,0,False,0.7509942000033334,False,square,dot,0.16160708640570542,10.115046286275899,1871.2835629610413,254.20567239410767,353,[np.int64(166)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,50,14,001,25,f,r,calibration,0.75,2,-1,50,0.5350820483873121,0.14055915473515587,1,False,0.6897167999995872,False,square,square,0.15868873341634387,4.724856807843803,864.648795835416,95.9163122361008,1398,[np.int64(1231)],-0.08383390962095517,4.5468668300987805,2.53581550865527,0.0220463278624905,0.02035603113242541,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,51,14,001,25,f,r,calibration,0.75,2,-1,51,0.5350820483873121,0.14055915473515587,1,False,0.799542099935934,False,square,square,0.15612535785924614,3.353773601505227,697.5849091130872,78.8117596829847,1046,[np.int64(695)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,52,14,001,25,f,r,calibration,0.75,2,-1,52,0.47090191089840744,-0.11652402308997703,1,False,0.6631586999865249,False,square,square,0.15599406950702532,5.651222086541629,1107.6395289621591,39.61800709303771,865,[np.int64(958)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,53,14,001,25,f,r,calibration,0.75,2,-1,53,0.47090191089840744,-0.11652402308997703,1,False,0.9086958999978378,False,dot,dot,0.15584347137678403,10.379883446706076,1941.0382045340364,179.40557784512856,551,[np.int64(1194)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,54,14,001,25,f,r,calibration,0.75,2,-1,54,0.47090191089840744,-0.11652402308997703,1,False,0.9037227000808343,False,dot,dot,0.15566590611097872,9.069423615185151,1668.773945194068,204.08429289835374,562,[np.int64(1056)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,55,14,001,25,f,r,calibration,0.75,2,-1,55,0.47090191089840744,-0.11652402308997703,0,False,0.777793399989605,False,dot,square,0.14778267135221745,17.041945303507653,3255.011552969962,212.39632535470113,240,[np.int64(1139)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,56,14,001,25,f,r,calibration,0.75,2,-1,56,0.47090191089840744,-0.11652402308997703,0,False,0.7945734999375418,False,square,dot,0.14235103571010338,17.441441505392543,3174.342353981443,172.00795805342477,639,[np.int64(833)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,57,14,001,25,f,r,calibration,0.75,2,-1,57,0.5350820483873121,0.14055915473515587,1,False,0.6777290001045913,False,square,square,0.13977342165105938,19.313064761570715,3514.9777866058703,188.3335460976315,912,[np.int64(952)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,58,14,001,25,f,r,calibration,0.75,2,-1,58,0.5350820483873121,0.14055915473515587,1,False,0.6971932000014931,False,dot,dot,0.13747497837881234,17.825173357485674,3244.181551062393,181.657537881393,1367,[np.int64(308)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,59,14,001,25,f,r,calibration,0.75,2,-1,59,0.5350820483873121,0.14055915473515587,1,False,0.8048573000123724,False,square,square,0.13542129352875235,14.78905702725184,2691.6083789598347,249.2840766859707,926,[np.int64(1547)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,60,14,001,25,f,r,calibration,0.75,2,-1,60,0.47090191089840744,-0.11652402308997703,0,False,1.0918622000608593,False,square,dot,0.13002522417302612,7.810451473449336,1429.3126196412286,270.6912295949309,1490,[np.int64(145)],-0.052487245086333255,5.04321890127364,2.670595919307397,0.02208076900079236,0.02034614427082034,,,,,,,,,,,,,14,001,25,f,r,,,,,,,
,,61,14,001,25,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,0,False,0.6337291999952868,False,square,dot,0.7868489501376656,3.616896487134824,665.5089536328077,79.56563405834237,1571,[np.int64(582)],0.08546844611530306,3.2884933912590077,2.0699589733917225,0.0266646667842519,0.021664116488440077,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,62,14,001,25,f,r,calibration,0.55,2,0,2,0.5350820483873121,0.14055915473515587,1,False,0.691894100047648,False,square,square,0.7680685877645114,13.173565753043706,2410.762532806998,133.48972003952971,1376,[np.int64(1111)],-0.06239143700573463,3.2968115039161887,2.0738354920765576,0.02633574150448608,0.02160265882743015,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,63,14,001,25,f,r,calibration,0.55,2,0,3,0.5350820483873121,0.14055915473515587,1,False,0.6742117999820039,False,square,square,0.7386941509577899,13.388028964696614,2450.0093005394806,165.14048513197423,469,[np.int64(815)],-0.19599638378391793,3.320733594217113,2.083914488125944,0.025983896614999752,0.02153275512190456,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,64,14,001,25,f,r,calibration,0.55,2,0,4,0.5350820483873121,0.14055915473515587,1,False,0.5586011999985203,False,square,square,0.7042880712139795,12.302923034110151,2239.1319922080474,241.86045346790735,823,[np.int64(1186)],-0.3120815790034459,3.3577691000380265,2.09887292076611,0.025613595780084104,0.021454525462129854,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,65,14,001,25,f,r,calibration,0.55,2,0,5,0.47090191089840744,-0.11652402308997703,1,False,0.6790110999718308,False,dot,dot,0.6790583197267984,8.194764769965284,1507.8367176736122,186.04170916039845,457,[np.int64(1484)],-0.4269904921471382,3.3844717444201766,2.110190441626942,0.025265865323374898,0.021376789281911265,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,66,14,001,25,f,r,calibration,0.55,2,0,6,0.347354013008391,-0.6306903787402434,1,False,0.6900765999453142,False,square,square,0.6818987905101231,5.256834021778654,962.0006259854937,300.80209667649444,164,[np.int64(594)],-0.5487408554775369,3.3520602599352745,2.0957192452205087,0.02499745250400725,0.021314055146616114,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,67,14,001,25,f,r,calibration,0.55,2,0,7,0.347354013008391,-0.6306903787402434,1,False,0.7427233000053093,False,square,square,0.6772031074230581,11.379650344060018,2082.476012962983,394.95039850551143,683,[np.int64(1015)],-0.6701547994908685,3.337368132187306,2.0886943205557684,0.02470611719280538,0.021243057567786657,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,68,14,001,25,f,r,calibration,0.55,2,0,8,0.29156950079727495,-0.887773556565376,1,False,0.7102069000247866,False,dot,dot,0.6816185192101772,1.958141993216991,374.0051207044453,218.09379399732245,211,[np.int64(976)],-0.7929801241014247,3.3036281810400325,2.0736367108914457,0.02444384192486186,0.02117664123833414,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,69,14,001,25,f,r,calibration,0.55,2,0,9,0.29156950079727495,-0.887773556565376,0,False,0.7429709000280127,False,dot,square,0.5864874152941396,2.036343777984539,388.9416615950469,368.7825185776449,615,[np.int64(266)],-0.4811647510496438,3.343554427174206,2.091728559289542,0.025166133223532353,0.021348458617916777,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,70,14,001,25,f,r,calibration,0.55,2,0,10,0.47090191089840744,-0.11652402308997703,0,False,0.8341199000133201,False,dot,square,0.5998234154642839,10.93174409310932,2120.758354063208,171.54588995939835,1289,[np.int64(643)],-0.12209686973202112,3.1000167600033364,1.9692119158335355,0.026892964585853524,0.02167432746692774,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,71,14,001,25,f,r,calibration,0.55,2,0,11,0.5981210736084265,0.3976423325602886,0,False,0.9187462999252602,False,square,dot,0.6453504257564524,12.287577309703266,2998.168863567597,192.23617688206264,228,[np.int64(703)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,72,14,001,25,f,r,calibration,0.55,2,0,12,0.6580745541515514,0.654725510385422,1,False,0.9305574999889359,False,square,square,0.6127846445445433,17.7833552766618,3236.5706603524477,196.66926311811355,474,[np.int64(1427)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,73,14,001,25,f,r,calibration,0.55,2,0,13,0.6580745541515514,0.654725510385422,1,False,0.8089223999995738,False,square,square,0.5799248108783783,16.4608444615471,3193.4038255401374,148.12787524611142,1132,[np.int64(905)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,74,14,001,25,f,r,calibration,0.55,2,0,14,0.5981210736084265,0.3976423325602886,1,False,0.9412961000343785,False,square,square,0.551838528849305,19.288576711619275,3529.8095382263273,217.90072601512244,388,[np.int64(1415)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,75,14,001,25,f,r,calibration,0.55,2,0,15,0.5981210736084265,0.3976423325602886,1,False,0.7556464000372216,False,dot,dot,0.5244101711140957,20.05038848349317,3669.22109247925,181.63080194786707,1103,[np.int64(233)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,76,14,001,25,f,r,calibration,0.55,2,0,16,0.5350820483873121,0.14055915473515587,1,False,0.8184732999652624,False,dot,dot,0.5037135687435762,16.663960196578984,3032.8407557773753,260.84997795293316,1030,[np.int64(799)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,77,14,001,25,f,r,calibration,0.55,2,0,17,0.5350820483873121,0.14055915473515587,1,False,0.8310459000058472,False,square,square,0.48332838547856566,8.561029523922352,1660.8397276409364,160.49465061352848,1344,[np.int64(493)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,78,14,001,25,f,r,calibration,0.55,2,0,18,0.5350820483873121,0.14055915473515587,1,False,0.582181700039655,False,square,square,0.4642377569938554,9.010331153168401,1648.8906010298174,196.34494979649207,137,[np.int64(691)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
,,79,14,001,25,f,r,calibration,0.55,2,0,19,0.47090191089840744,-0.11652402308997703,1,False,0.7055458999238908,False,square,square,0.45245908992867,15.340465483043001,2807.3051833968693,351.34263960795386,252,[np.int64(33)],nan,nan,nan,nan,nan,,,,,,,,,,,,,14,001,25,f,r,0.4922932027907313,True,,,,,
