participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_fix,mem_trigger_onset,mem_trigger_resp
17,001,20,f,r,memory_test,241,1,pesto_07s,seen,no,high,uncontrolled,yes,1.3385348001029342,84,54,61
17,001,20,f,r,memory_test,242,2,saffron_12s,unseen,,,,no,1.1318598000798374,85,55,61
17,001,20,f,r,memory_test,243,3,mouse2_09s,seen,no,high,uncontrolled,yes,1.1568550998345017,84,54,61
17,001,20,f,r,memory_test,244,4,checkers_06s,unseen,,,,no,1.0746166000608355,85,55,61
17,001,20,f,r,memory_test,245,5,hairbrush_08s,unseen,,,,no,0.9357213000766933,85,55,61
17,001,20,f,r,memory_test,246,6,tent_12s,seen,no,high,uncontrolled,yes,1.0756345998961478,84,54,61
17,001,20,f,r,memory_test,247,7,hairnet_07s,seen,yes,low,controlled,yes,0.8388354000635445,81,51,61
17,001,20,f,r,memory_test,248,8,gumball_02s,unseen,,,,no,1.1867599999532104,85,55,61
17,001,20,f,r,memory_test,249,9,brush_04s,seen,yes,low,controlled,yes,1.1596854999661446,81,51,61
17,001,20,f,r,memory_test,250,10,hotdog_03s,seen,no,low,uncontrolled,no,0.9866181001998484,83,53,62
17,001,20,f,r,memory_test,251,11,stockings_06s,seen,no,high,uncontrolled,yes,0.8930542001035064,84,54,61
17,001,20,f,r,memory_test,252,12,mixer_03s,seen,no,low,uncontrolled,no,0.8920358000323176,83,53,62
17,001,20,f,r,memory_test,253,13,marker_08s,seen,no,low,uncontrolled,yes,0.7487229998223484,83,53,61
17,001,20,f,r,memory_test,254,14,pants_11s,unseen,,,,no,1.1243278000038117,85,55,61
17,001,20,f,r,memory_test,255,15,snorkel_05s,seen,yes,low,controlled,no,0.9258623998612165,81,51,62
17,001,20,f,r,memory_test,256,16,sweater_13s,unseen,,,,no,1.8009965000674129,85,55,61
17,001,20,f,r,memory_test,257,17,applesauce_05s,unseen,,,,no,1.0367395000066608,85,55,61
17,001,20,f,r,memory_test,258,18,ravioli_15s,seen,yes,high,controlled,yes,0.8673557001166046,82,52,61
17,001,20,f,r,memory_test,259,19,bowling_ball_01b,seen,no,high,uncontrolled,yes,0.8760445001535118,84,54,61
17,001,20,f,r,memory_test,260,20,robe_10s,unseen,,,,no,0.8427976998500526,85,55,61
17,001,20,f,r,memory_test,261,21,football_04s,seen,yes,high,controlled,yes,0.9701767999213189,82,52,61
17,001,20,f,r,memory_test,262,22,taco_01b,unseen,,,,no,0.9298799999523908,85,55,61
17,001,20,f,r,memory_test,263,23,nail_08s,seen,no,high,uncontrolled,yes,0.9621480000205338,84,54,61
