participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_fix,mem_trigger_onset,mem_trigger_resp
6,001,23,m,r,memory_test,241,1,french_fries_11s,seen,yes,high,controlled,no,5.065180199999304,82,52,62
6,001,23,m,r,memory_test,242,2,suit_14s,seen,yes,high,controlled,no,2.0615104000025894,82,52,62
6,001,23,m,r,memory_test,243,3,headrest_10s,unseen,,,,yes,8.524531999999454,85,55,62
6,001,23,m,r,memory_test,244,4,backscratcher_12s,seen,no,high,uncontrolled,no,2.5744470999998157,84,54,62
6,001,23,m,r,memory_test,245,5,punching_bag_09s,unseen,,,,no,3.213109299998905,85,55,61
6,001,23,m,r,memory_test,246,6,shaving_cream_05s,unseen,,,,no,10.92131149999841,85,55,61
6,001,23,m,r,memory_test,247,7,vending_machine_03s,seen,no,low,uncontrolled,yes,0.8302901999995811,83,53,61
6,001,23,m,r,memory_test,248,8,football_04s,seen,no,high,uncontrolled,yes,1.038648400000966,84,54,61
6,001,23,m,r,memory_test,249,9,snowball_01b,seen,yes,high,controlled,no,1.9115526999994472,82,52,62
6,001,23,m,r,memory_test,250,10,donut_15s,unseen,,,,yes,0.8908339999979944,85,55,62
6,001,23,m,r,memory_test,251,11,domino_02s,unseen,,,,no,1.9480069000019284,85,55,61
6,001,23,m,r,memory_test,252,12,nest_01b,unseen,,,,no,1.8331375999987358,85,55,61
6,001,23,m,r,memory_test,253,13,jam_01b,unseen,,,,yes,4.03485140000339,85,55,62
6,001,23,m,r,memory_test,254,14,cookie_11s,seen,yes,low,controlled,yes,0.8051803999987897,81,51,61
6,001,23,m,r,memory_test,255,15,cummerbund_15s,unseen,,,,yes,4.432221300001402,85,55,62
6,001,23,m,r,memory_test,256,16,pet_food_04s,unseen,,,,no,1.1891551999979129,85,55,61
6,001,23,m,r,memory_test,257,17,faucet_09s,unseen,,,,no,0.8589835000020685,85,55,61
6,001,23,m,r,memory_test,258,18,light_switch_17s,seen,yes,high,controlled,no,0.8680619999977353,82,52,62
6,001,23,m,r,memory_test,259,19,eggnog_02s,seen,yes,low,controlled,no,1.5861403000017162,81,51,62
6,001,23,m,r,memory_test,260,20,water_heater_01b,unseen,,,,no,3.0125022000029276,85,55,61
6,001,23,m,r,memory_test,261,21,bench_16n,unseen,,,,no,1.6152744999999413,85,55,61
6,001,23,m,r,memory_test,262,22,eggshell_13s,unseen,,,,no,8.559093299998494,85,55,61
