thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,1,20,001,26,f,r,calibration,0.75,2,-1,1,0.5981210736084265,0.3976423325602886,1,False,2.63507920014672,False,dot,dot,0.8833941500202273,15.279864401278852,2887.894371841703,245.15314759442867,599,[np.int64(1107)],0.49887896444510554,3.2323377588830704,2.050691472501904,0.0257364756811414,0.02148582368615677,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,2,20,001,26,f,r,calibration,0.75,2,-1,2,0.5350820483873121,0.14055915473515587,0,False,2.9267732000444084,False,square,dot,0.7062684605085147,11.158237017253839,2164.697981347245,160.69776892972513,547,[np.int64(1032)],0.8927210608878346,3.2830630299418693,2.067034348586141,0.02627445005703906,0.021592219054196886,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,3,20,001,26,f,r,calibration,0.75,2,-1,3,0.6580745541515514,0.654725510385422,1,False,1.507109000114724,False,dot,dot,0.715890275285089,8.86627066823996,1728.922780306792,87.46903732593577,864,[np.int64(923)],0.7541628299670607,3.259312246800362,2.0588559500867185,0.026003316906630266,0.021538309696979195,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,4,20,001,26,f,r,calibration,0.75,2,-1,4,0.6580745541515514,0.654725510385422,0,True,nan,False,dot,timeout,0.715890275285089,9.492362031407763,1746.5946137790284,89.21918862682736,548,[np.int64(1438)],0.7541628299670607,3.259312246800362,2.0588559500867185,0.026003316906630266,0.021538309696979195,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,5,20,001,26,f,r,calibration,0.75,2,-1,5,0.6580745541515514,0.654725510385422,1,False,1.2880698000080884,False,square,square,0.7104406384257412,14.029617809950548,2595.4792948408513,160.47499918205648,654,[np.int64(1108)],0.6167127571078572,3.2539767317061976,2.0583570888259755,0.025705197647368637,0.021476054867784564,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,6,20,001,26,f,r,calibration,0.75,2,-1,6,0.6580745541515514,0.654725510385422,1,False,1.1215955999214202,False,square,square,0.6921140054699704,7.793452397698625,1605.4511939259169,85.59784825158674,1299,[np.int64(598)],0.48700529278537263,3.2660042586587164,2.065177477216139,0.025382958325849796,0.02140524717467749,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,7,20,001,26,f,r,calibration,0.75,2,-1,7,0.6580745541515514,0.654725510385422,1,False,0.9750983000267297,False,dot,dot,0.6650960443409173,5.970826498473746,1952.460265000915,118.62608798229934,1567,[np.int64(861)],0.36984884846480676,3.293530337892997,2.078341354568442,0.02504029893002284,0.021325935462510923,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,8,20,001,26,f,r,calibration,0.75,2,-1,8,0.6580745541515514,0.654725510385422,1,False,1.2611833000555634,False,square,square,0.6341884275845341,5.3344968593096835,1397.638177139137,85.97434849270931,1459,[np.int64(80)],0.2676315765989809,3.3342428138072266,2.096520011186438,0.024681213011005638,0.021238363777033344,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,9,20,001,26,f,r,calibration,0.75,2,-1,9,0.6580745541515514,0.654725510385422,1,False,1.6608994998969138,False,dot,dot,0.6035599525866732,22.51381091115663,4120.027396741663,187.89606140374573,788,[np.int64(764)],0.180558465613583,3.3857093186350635,2.1182841590740926,0.024309545384305214,0.021142897585127215,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
,,10,20,001,26,f,r,calibration,0.75,2,-1,10,0.5350820483873121,0.14055915473515587,1,False,1.1280372000765055,False,square,square,0.5972048919541001,12.934132858747654,2302.2756488570826,148.7112864831742,50,[np.int64(66)],0.08035270595136307,3.3768234641156925,2.1134688190892885,0.02401494401369565,0.021063912746525172,,,,,,,,,,,,,20,001,26,f,r,,,,,,,
