thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,27,18,001,24,f,r,calibration,0.75,2,-1,27,0.7133701336716126,0.9118086882105548,0,False,1.1351953998673707,False,square,dot,0.3754654108165088,12.767193295219288,2310.861986434691,147.59447869002813,1439,[np.int64(1035)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,28,18,001,24,f,r,calibration,0.75,2,-1,28,0.7629446568996856,1.1688918660356877,1,False,0.7248301999643445,False,square,square,0.35998568862203617,20.22703909101411,3742.0022318376105,196.81791870838325,1028,[np.int64(936)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,29,18,001,24,f,r,calibration,0.75,2,-1,29,0.7629446568996856,1.1688918660356877,1,False,0.9609541001264006,False,dot,dot,0.3459023082585718,12.486301138965318,2359.910915264445,182.8094375522814,1079,[np.int64(521)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,30,18,001,24,f,r,calibration,0.75,2,-1,30,0.7629446568996856,1.1688918660356877,1,False,1.3608041000552475,False,dot,dot,0.33334553090090924,15.937546890120156,2900.6335340018686,181.7406305423969,120,[np.int64(334)],0.7393243163747474,2.7772991140748284,1.6953209950032895,0.02812501583271962,0.021756215873154607,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,31,18,001,24,f,r,calibration,0.75,2,-1,31,0.7133701336716126,0.9118086882105548,1,False,0.6829295000061393,False,square,square,0.3238370776810986,12.921157608688503,2403.3353152160616,170.5210539094622,1459,[np.int64(766)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,32,18,001,24,f,r,calibration,0.75,2,-1,32,0.7133701336716126,0.9118086882105548,1,False,0.8295849999412894,False,dot,dot,0.3150463752740772,14.702875334278056,2690.6261861728844,212.0928000837957,20,[np.int64(868)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,33,18,001,24,f,r,calibration,0.75,2,-1,33,0.7133701336716126,0.9118086882105548,1,False,1.752136800205335,False,dot,dot,0.3070302774399805,7.027166580903019,2094.0956411090997,152.96256982124024,1391,[np.int64(258)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,34,18,001,24,f,r,calibration,0.75,2,-1,34,0.7133701336716126,0.9118086882105548,1,False,0.8680202998220921,False,square,square,0.29980400348795566,16.149987221192582,3859.846945865027,251.19155538502457,266,[np.int64(700)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,35,18,001,24,f,r,calibration,0.75,2,-1,35,0.7133701336716126,0.9118086882105548,1,False,1.1099384999834,False,dot,dot,0.2933519385932642,14.269241734999673,2597.0019957699405,141.84851204118561,1515,[np.int64(690)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,36,18,001,24,f,r,calibration,0.75,2,-1,36,0.6580745541515514,0.654725510385422,1,False,0.5834375999402255,False,square,square,0.2904276257992362,17.804505511489772,3222.615497579649,211.06590573592229,875,[np.int64(470)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,37,18,001,24,f,r,calibration,0.75,2,-1,37,0.6580745541515514,0.654725510385422,1,False,0.5089977998286486,False,square,square,0.28757884265110645,17.33703693821275,3155.340722754721,165.3973004065879,37,[np.int64(8)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,38,18,001,24,f,r,calibration,0.75,2,-1,38,0.6580745541515514,0.654725510385422,1,False,0.7444541999138892,False,square,square,0.28483613496205934,19.4257398227286,3535.484647736605,177.88993168502233,308,[np.int64(207)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,39,18,001,24,f,r,calibration,0.75,2,-1,39,0.6580745541515514,0.654725510385422,1,False,1.015900299884379,False,dot,dot,0.28222825738821755,13.992313147719985,2546.600992885037,184.91341474310303,707,[np.int64(15)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,40,18,001,24,f,r,calibration,0.75,2,-1,40,0.6580745541515514,0.654725510385422,1,False,0.9644019999541342,False,square,square,0.2797808579872628,18.221747721465213,3316.3580853066687,182.78710156812923,265,[np.int64(1479)],0.4477978067722374,3.183984805430398,1.9471956749415722,0.024587848659523046,0.02107352410496186,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,41,18,001,24,f,r,calibration,0.75,2,-1,41,0.6580745541515514,0.654725510385422,1,False,0.9770223000086844,False,dot,dot,0.2775153364734124,20.424821846303235,3696.8927541808853,223.57048513405493,1377,[np.int64(343)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,42,18,001,24,f,r,calibration,0.75,2,-1,42,0.5981210736084265,0.3976423325602886,1,False,0.6302110000979155,False,square,square,0.2796733063863933,14.98560674136952,2742.366033670622,218.6201875544622,186,[np.int64(130)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,43,18,001,24,f,r,calibration,0.75,2,-1,43,0.5981210736084265,0.3976423325602886,1,False,0.7287610000930727,False,dot,dot,0.28160590048596235,17.399969441610384,3166.79443837309,148.9645837115281,737,[np.int64(987)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,44,18,001,24,f,r,calibration,0.75,2,-1,44,0.5981210736084265,0.3976423325602886,1,False,0.9081480000168085,False,dot,dot,0.2833002112541065,14.577307000690638,2653.069874125696,190.81767524956697,1429,[np.int64(1160)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,45,18,001,24,f,r,calibration,0.75,2,-1,45,0.5981210736084265,0.3976423325602886,1,False,0.9805222998838872,False,square,square,0.28475375933017427,12.320373514413424,2229.98760610883,192.66549778720434,248,[np.int64(769)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,46,18,001,24,f,r,calibration,0.75,2,-1,46,0.5981210736084265,0.3976423325602886,1,False,0.5126408999785781,False,square,square,0.28597374394033964,15.984867079087138,2909.245808393859,193.5725191559384,1426,[np.int64(259)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,47,18,001,24,f,r,calibration,0.75,2,-1,47,0.5981210736084265,0.3976423325602886,1,False,0.573637300170958,False,square,square,0.28697577720615475,19.04472288762519,3466.139565547785,188.96921944150853,976,[np.int64(1247)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,48,18,001,24,f,r,calibration,0.75,2,-1,48,0.5981210736084265,0.3976423325602886,1,False,0.5765809000004083,False,square,square,0.28778221309023255,21.332490001413692,3882.513180257292,197.99092474704526,93,[np.int64(582)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,49,18,001,24,f,r,calibration,0.75,2,-1,49,0.5350820483873121,0.14055915473515587,1,False,1.0315221999771893,False,dot,dot,0.29392632908774197,14.404877001103413,2621.6876142008214,224.8078605431757,42,[np.int64(753)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,50,18,001,24,f,r,calibration,0.75,2,-1,50,0.5350820483873121,0.14055915473515587,1,False,0.697447800077498,False,square,square,0.29959232203590663,17.054973817046566,3104.005234702475,216.8136328635301,568,[np.int64(1464)],0.14422189683646539,3.3016458518164926,2.0060502687104513,0.021577157185376908,0.02014657084001276,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,51,18,001,24,f,r,calibration,0.75,2,-1,51,0.5350820483873121,0.14055915473515587,1,False,0.8675442000385374,False,square,square,0.30469607150489386,13.355768250615741,2430.749821612065,193.13912703655117,1086,[np.int64(1567)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,52,18,001,24,f,r,calibration,0.75,2,-1,52,0.5350820483873121,0.14055915473515587,1,False,0.7129303999245167,False,dot,dot,0.3091817144541455,22.73540317287176,4137.84337746266,182.36046688723573,225,[np.int64(1301)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,53,18,001,24,f,r,calibration,0.75,2,-1,53,0.5350820483873121,0.14055915473515587,0,False,0.8798084000591189,False,dot,square,0.26873596677788963,7.00158758184463,1274.2889398957227,218.63174788144022,940,[np.int64(532)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,54,18,001,24,f,r,calibration,0.75,2,-1,54,0.5350820483873121,0.14055915473515587,1,False,0.6563418000005186,False,square,square,0.2721051234655765,12.4415504934506,2276.80374030146,254.07032420993778,742,[np.int64(646)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,55,18,001,24,f,r,calibration,0.75,2,-1,55,0.5350820483873121,0.14055915473515587,1,False,1.2713152000214905,False,dot,dot,0.27511742269801814,17.67082114779816,3216.0894488992653,249.440772909952,981,[np.int64(861)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,56,18,001,24,f,r,calibration,0.75,2,-1,56,0.5350820483873121,0.14055915473515587,1,False,0.41051400010474026,False,dot,dot,0.27775610628228914,16.6468971677348,3029.7352845277337,211.72884148184147,1127,[np.int64(174)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,57,18,001,24,f,r,calibration,0.75,2,-1,57,0.5350820483873121,0.14055915473515587,0,False,0.8267447999678552,False,square,dot,0.24993849069542473,14.259449330915816,2595.2197782266785,227.64676022901628,828,[np.int64(1153)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,58,18,001,24,f,r,calibration,0.75,2,-1,58,0.5981210736084265,0.3976423325602886,1,False,1.0352231001015753,False,dot,dot,0.24837498342054698,16.897150702124488,3092.1785784887816,212.0835661500283,863,[np.int64(1020)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,59,18,001,24,f,r,calibration,0.75,2,-1,59,0.5350820483873121,0.14055915473515587,1,False,0.9357161000370979,False,square,square,0.25020755794622873,10.843216026447278,1973.4653168134046,163.57421234325898,1341,[np.int64(1298)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,60,18,001,24,f,r,calibration,0.75,2,-1,60,0.5350820483873121,0.14055915473515587,0,False,0.9390569000970572,False,square,dot,0.23038437431738207,16.6816081339315,3102.7791129112593,210.38080410332984,1183,[np.int64(231)],0.21089405514385426,3.252795285376799,1.9787755379953182,0.022118083554749424,0.020311791835373738,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,61,18,001,24,f,r,calibration,0.75,2,-1,61,0.5981210736084265,0.3976423325602886,1,False,0.741389499977231,False,dot,dot,0.2284464712562028,13.392664946079273,2437.465020186428,167.3264677807422,385,[np.int64(114)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,62,18,001,24,f,r,calibration,0.75,2,-1,62,0.5981210736084265,0.3976423325602886,1,False,0.7836617000866681,False,dot,dot,0.22657681017670045,12.46402124656145,2268.451866874184,195.1966607459103,763,[np.int64(1292)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,63,18,001,24,f,r,calibration,0.75,2,-1,63,0.5981210736084265,0.3976423325602886,1,False,0.7299961000680923,False,square,square,0.2247917238864538,13.549156087814268,2465.946407982197,221.22453281524477,637,[np.int64(756)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,64,18,001,24,f,r,calibration,0.75,2,-1,64,0.5350820483873121,0.14055915473515587,0,False,0.7070249000098556,False,dot,square,0.2090509034109175,14.415446396367015,2623.611244138797,185.0601892077418,900,[np.int64(187)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,65,18,001,24,f,r,calibration,0.75,2,-1,65,0.5981210736084265,0.3976423325602886,1,False,1.3213537000119686,False,dot,dot,0.2069657889600371,13.104186234700586,2935.337716572931,199.2271866485521,3,[np.int64(527)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,66,18,001,24,f,r,calibration,0.75,2,-1,66,0.5981210736084265,0.3976423325602886,1,False,0.3987292000092566,False,square,square,0.20498320100808687,14.001176672557659,2548.214154405494,178.07684945117433,673,[np.int64(1052)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,67,18,001,24,f,r,calibration,0.75,2,-1,67,0.5981210736084265,0.3976423325602886,1,False,0.5099512001033872,False,square,square,0.2031129468379135,15.45373377219514,2812.5795465395154,198.68223083987678,1171,[np.int64(874)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,68,18,001,24,f,r,calibration,0.75,2,-1,68,0.5350820483873121,0.14055915473515587,1,False,0.553299899911508,False,square,square,0.20411243852556174,17.202943839902723,3130.9357788622956,191.76236596509477,1057,[np.int64(261)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,69,18,001,24,f,r,calibration,0.75,2,-1,69,0.5350820483873121,0.14055915473515587,0,False,0.7980968998745084,False,dot,square,0.19086390317637236,12.205404364993209,2221.383594428764,198.6577638391385,351,[np.int64(1172)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,,,,,,,
,,70,18,001,24,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,1,False,1.9222933000419289,False,dot,dot,0.9585022178944526,4.249611120787254,777.6788351040675,252.95863720167853,947,[np.int64(1272)],-0.6105307855798056,3.2449087058269095,2.055422663760532,0.0257181206205907,0.02148187862845949,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,71,18,001,24,f,r,calibration,0.55,2,0,2,0.347354013008391,-0.6306903787402434,1,False,0.9482024000026286,False,square,square,0.9261401199953351,-1.596224679313617,-290.5128916350783,263.147190553885,109,[np.int64(774)],-0.8088180781535858,3.249478062754128,2.0577708660113303,0.025403727978280513,0.021413000928689013,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,72,18,001,24,f,r,calibration,0.55,2,0,3,0.40766968306220214,-0.37360720091511007,1,False,1.4704986000433564,False,square,square,0.8644614427153365,8.357343408493339,1521.0365003457878,181.66735352961157,584,[np.int64(1562)],-0.9700635822792076,3.279681644503007,2.0687435841488386,0.025032186531235075,0.021327013668469365,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,73,18,001,24,f,r,calibration,0.55,2,0,4,0.347354013008391,-0.6306903787402434,1,False,0.5972787002101541,False,square,square,0.8074724288348268,3.7385666573915177,680.4191316452562,386.48970186548866,314,[np.int64(137)],-1.1190240970074623,3.311627193935783,2.081136767193931,0.024670840428403354,0.021238771821626617,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,74,18,001,24,f,r,calibration,0.55,2,0,5,0.347354013008391,-0.6306903787402434,1,False,0.9424436001572758,False,dot,dot,0.7495926648821191,0.21595440378126482,39.3037014881902,304.4874659922276,972,[np.int64(652)],-1.241575383088058,3.354074156241943,2.096974867907407,0.024293246696899848,0.021141592718768264,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,75,18,001,24,f,r,calibration,0.55,2,0,6,0.29156950079727495,-0.887773556565376,1,False,0.6391119998879731,False,square,square,0.7023309908200142,-0.11105949914867579,-20.212828845058993,178.70579905249647,1425,[np.int64(1017)],-1.3588216304629763,3.3918364397574012,2.1111728966575884,0.0239330736742811,0.02104422061423556,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,76,18,001,24,f,r,calibration,0.55,2,0,7,0.2414297750189407,-1.1448567343905092,0,False,0.5183268000837415,False,dot,square,0.6712303973201291,7.1918224541630495,1308.911686657675,387.1536937998257,1004,[np.int64(310)],-0.93650096211863,3.2955079985627074,2.0730521854968056,0.02517030712446477,0.02134471663600216,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,77,18,001,24,f,r,calibration,0.55,2,0,8,0.40766968306220214,-0.37360720091511007,1,False,0.572007899871096,False,square,square,0.619499703826113,5.855095735990132,1065.627423950204,466.45785748838824,1225,[np.int64(671)],-1.0202698473633458,3.3534606118755192,2.0952660124572433,0.024773286599401145,0.021249308782605992,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,78,18,001,24,f,r,calibration,0.55,2,0,9,0.347354013008391,-0.6306903787402434,1,False,0.5862769999075681,False,dot,dot,0.5808074581136354,4.054232077812679,737.8702381619075,426.4020804085708,617,[np.int64(808)],-1.1014638183307537,3.4091709106921524,2.118634447207203,0.024397865268041843,0.02115404547572668,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,79,18,001,24,f,r,calibration,0.55,2,0,10,0.29156950079727495,-0.887773556565376,1,False,0.8414650000631809,False,dot,dot,0.5558724708615715,15.673381985595684,2852.5555213784146,373.95174640023447,516,[np.int64(515)],-1.1843326471253457,3.4459256957110957,2.1343262102447387,0.024052556649857424,0.02106208888786276,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
,,80,18,001,24,f,r,calibration,0.55,2,0,11,0.2414297750189407,-1.1448567343905092,1,False,0.5846033999696374,False,dot,dot,0.5444573843900197,0.7493561790359791,136.3828245845482,479.4218676696894,802,[np.int64(786)],nan,nan,nan,nan,nan,,,,,,,,,,,,,18,001,24,f,r,0.556323322537981,True,,,,,
