thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_low,quest_low_converged,quest_prop_high,quest_high_converged,miniblock_order,starts_with,
,,37,11,001,28,m,r,calibration,0.55,2,0,37,0.47090191089840744,-0.11652402308997703,0,False,0.7789636999950744,False,square,dot,0.20946681196488326,11.781017111536727,2332.641388084272,212.16088200351425,198,[np.int64(886)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,38,11,001,28,m,r,calibration,0.55,2,0,38,0.5350820483873121,0.14055915473515587,1,False,0.5221185999689624,False,dot,dot,0.20395369623612356,20.462759415246143,3724.2222135747984,246.50768956549962,329,[np.int64(95)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,39,11,001,28,m,r,calibration,0.55,2,0,39,0.5350820483873121,0.14055915473515587,0,False,0.5968859000131488,False,dot,square,0.20983381346151236,10.327320133327387,2199.7191883987334,171.96729320921852,1046,[np.int64(889)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,40,11,001,28,m,r,calibration,0.55,2,0,40,0.5350820483873121,0.14055915473515587,0,False,1.3327205999521539,False,square,dot,0.21900860944151174,21.380957905156485,3891.3343387384803,165.1689280697401,515,[np.int64(1485)],0.04993981702615695,3.265561394223809,1.9597055421574723,0.027671971522180972,0.02171153458259401,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,41,11,001,28,m,r,calibration,0.55,2,0,41,0.5981210736084265,0.3976423325602886,1,False,0.7395165000343695,False,dot,dot,0.21050987297886695,16.99712306537449,3093.476397898157,192.71907067841076,772,[np.int64(322)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,42,11,001,28,m,r,calibration,0.55,2,0,42,0.5350820483873121,0.14055915473515587,1,False,0.564795900019817,False,square,square,0.20423312914599637,13.55135305496159,2466.3462560030093,153.93785276996505,1190,[np.int64(575)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,43,11,001,28,m,r,calibration,0.55,2,0,43,0.5350820483873121,0.14055915473515587,1,False,0.5442673999932595,False,square,square,0.19870769552864026,13.536656680498114,2463.6715158506568,176.9694852527887,404,[np.int64(1497)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,44,11,001,28,m,r,calibration,0.55,2,0,44,0.5350820483873121,0.14055915473515587,1,False,0.5042954999953508,False,square,square,0.19384235589014395,13.169698057122615,2396.885046396316,169.02226139004813,1089,[np.int64(1569)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,45,11,001,28,m,r,calibration,0.55,2,0,45,0.5350820483873121,0.14055915473515587,1,False,0.638781099987682,False,square,square,0.1895535186055234,14.034869705365344,2554.3462863764926,172.4997784247541,954,[np.int64(371)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
,,46,11,001,28,m,r,calibration,0.55,2,0,46,0.5350820483873121,0.14055915473515587,1,False,0.5096375000430271,False,dot,dot,0.18576646021424195,10.374992416834157,1898.6236122806508,169.78308172184978,484,[np.int64(978)],nan,nan,nan,nan,nan,,,,,,,,,,,,,11,001,28,m,r,,,,,,,
