thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,82,4,001,19,f,r,calibration,0.55,2,0,2,0.347354013008391,-0.6306903787402434,1,False,0.6432040999643505,False,dot,dot,0.9261401199953351,6.523063808372309,1467.6893568837695,114.15533878113176,210,[np.int64(643)],-0.8088180781535858,3.249478062754128,2.0577708660113303,0.025403727978280513,0.021413000928689013,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,83,4,001,19,f,r,calibration,0.55,2,0,3,0.40766968306220214,-0.37360720091511007,1,False,0.6395000000484288,False,dot,dot,0.8644614427153365,7.036344188738609,1280.614642350427,314.8101198046271,1104,[np.int64(1504)],-0.9700635822792076,3.279681644503007,2.0687435841488386,0.025032186531235075,0.021327013668469365,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,84,4,001,19,f,r,calibration,0.55,2,0,4,0.347354013008391,-0.6306903787402434,1,False,0.6607371999998577,False,square,square,0.8074724288348268,4.649476785603262,827.6068678373807,470.89642317067285,1464,[np.int64(652)],-1.1190240970074623,3.311627193935783,2.081136767193931,0.024670840428403354,0.021238771821626617,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,85,4,001,19,f,r,calibration,0.55,2,0,5,0.347354013008391,-0.6306903787402434,0,False,2.0220255999593064,False,square,dot,0.812197989601589,4.190217790646604,846.4239937106139,79.07063187306343,166,[np.int64(961)],-0.5189436004807197,3.1037828290747282,1.988739900718744,0.02651975316622352,0.021613311895327246,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,86,4,001,19,f,r,calibration,0.55,2,0,6,0.47090191089840744,-0.11652402308997703,1,False,0.7006949000060558,False,square,square,0.7640344427316259,8.04689852613125,1472.5824302820188,311.4016152449695,1539,[np.int64(1438)],-0.6486750416318853,3.1397494203965275,2.0042986219373167,0.026141022645818218,0.021540157392480237,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,87,4,001,19,f,r,calibration,0.55,2,0,7,0.47090191089840744,-0.11652402308997703,1,False,0.8468048000358976,False,square,square,0.716505123143978,5.486750133004576,1250.9790303250434,225.91099763275085,1583,[np.int64(820)],-0.7557735524260544,3.1851454575632747,2.0232212596394232,0.02574772959995485,0.021458927654078124,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,88,4,001,19,f,r,calibration,0.55,2,0,8,0.40766968306220214,-0.37360720091511007,1,False,0.6213636999600567,False,dot,dot,0.6787742523081898,6.877046063131354,1258.4994295530378,290.58560435282055,522,[np.int64(1441)],-0.8601502308864877,3.2275165223686364,2.0419552907850993,0.025372970508560945,0.02137659475929518,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,89,4,001,19,f,r,calibration,0.55,2,0,9,0.29156950079727495,-0.887773556565376,1,False,0.5884413999738172,False,square,square,0.6656222718949973,3.8252874202461284,696.2023104847954,116.06900050846163,996,[np.int64(650)],-0.9767503254944438,3.222209978018916,2.0386367651180044,0.025067837360828488,0.021306101903702253,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,90,4,001,19,f,r,calibration,0.55,2,0,10,0.29156950079727495,-0.887773556565376,1,False,0.556916200031992,False,dot,dot,0.6473632870616953,1.8054206716946306,330.3919829201174,359.6782005588516,1229,[np.int64(755)],-1.086650140141844,3.2323320815602083,2.042467869649631,0.02474385793187904,0.021227644373764176,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,91,4,001,19,f,r,calibration,0.55,2,0,11,0.2414297750189407,-1.1448567343905092,1,False,0.6722292000195011,False,dot,dot,0.6386323449753334,2.0837761914554944,379.24726684489997,243.09044459821166,1341,[np.int64(1562)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,92,4,001,19,f,r,calibration,0.55,2,0,12,0.2414297750189407,-1.1448567343905092,1,False,1.2037831000052392,False,square,square,0.6238214316624575,3.5381579722779986,643.9447509545957,321.1031504778452,1540,[np.int64(29)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,93,4,001,19,f,r,calibration,0.55,2,0,13,0.19750845711691875,-1.4019399122156422,1,False,0.6371714000124484,False,dot,dot,0.6166063083673523,4.348971423329363,791.5127990459441,207.5623045341424,1116,[np.int64(982)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,94,4,001,19,f,r,calibration,0.55,2,0,14,0.19750845711691875,-1.4019399122156422,1,False,0.4519635000033304,False,square,square,0.6024433383376246,2.6891326198457484,489.42213681192624,290.4626919002145,895,[np.int64(265)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,95,4,001,19,f,r,calibration,0.55,2,0,15,0.19750845711691875,-1.4019399122156422,1,False,0.9375808000331745,False,square,square,0.5826730610254294,1.2541976391842136,229.5181679707111,165.42167970690812,1542,[np.int64(1483)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,96,4,001,19,f,r,calibration,0.55,2,0,16,0.19750845711691875,-1.4019399122156422,0,False,0.4429826000123285,False,dot,square,0.5496361114053107,3.450947696851415,628.0724808269575,482.4696812899466,387,[np.int64(756)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,97,4,001,19,f,r,calibration,0.55,2,0,17,0.2414297750189407,-1.1448567343905092,1,False,0.6237240000045858,False,dot,dot,0.5304842143310238,2.9122004242942277,530.0204772215494,148.07408024871435,913,[np.int64(1009)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,98,4,001,19,f,r,calibration,0.55,2,0,18,0.2414297750189407,-1.1448567343905092,0,False,0.8868805999518372,False,square,dot,0.5125562842056943,5.5466133170543515,1009.4836237038919,268.32173289189575,69,[np.int64(97)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,99,4,001,19,f,r,calibration,0.55,2,0,19,0.29156950079727495,-0.887773556565376,1,False,0.837143000040669,False,square,square,0.4894772957559524,5.537221747768584,1184.965454022477,40.541780451372674,1444,[np.int64(689)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,100,4,001,19,f,r,calibration,0.55,2,0,20,0.29156950079727495,-0.887773556565376,1,False,1.2728597999666817,False,dot,dot,0.4682420849164868,3.6091226077470244,747.0883798036341,194.7613706610012,805,[np.int64(1424)],-1.2218641300190722,3.0873244202588315,1.9650933039899872,0.024708482738036528,0.02118856554157091,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,101,4,001,19,f,r,calibration,0.55,2,0,21,0.29156950079727495,-0.887773556565376,0,False,0.8365205999580212,False,square,dot,0.47600765358728,2.514414868386767,595.9163238076637,50.7696734376527,1409,[np.int64(1191)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,102,4,001,19,f,r,calibration,0.55,2,0,22,0.347354013008391,-0.6306903787402434,1,False,0.525762900011614,False,dot,dot,0.45083734629329764,4.390679648905981,799.1036961008886,262.0926469526524,678,[np.int64(894)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,103,4,001,19,f,r,calibration,0.55,2,0,23,0.347354013008391,-0.6306903787402434,1,False,1.0750172000261955,False,dot,dot,0.42948955474433204,4.046359259809764,736.437385285377,500.8285455031931,1245,[np.int64(710)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,104,4,001,19,f,r,calibration,0.55,2,0,24,0.29156950079727495,-0.887773556565376,1,False,0.6803543999558315,False,square,square,0.415191065015573,3.078178709372331,560.2285251057642,276.6836834730111,1033,[np.int64(1171)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,105,4,001,19,f,r,calibration,0.55,2,0,25,0.29156950079727495,-0.887773556565376,0,False,0.7125780999776907,False,square,dot,0.41366469475715417,1.8761939371986898,341.4672965701615,335.6243937832999,305,[np.int64(1301)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,106,4,001,19,f,r,calibration,0.55,2,0,26,0.347354013008391,-0.6306903787402434,0,False,1.8331131999730133,False,square,dot,0.44298018913258586,1.0988605840009715,251.63907373622249,227.104847719909,1255,[np.int64(734)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,107,4,001,19,f,r,calibration,0.55,2,0,27,0.40766968306220214,-0.37360720091511007,1,False,0.7248075000243261,False,square,square,0.41585253800081906,7.738903152481466,1764.4699187657743,116.99204466642286,780,[np.int64(784)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,108,4,001,19,f,r,calibration,0.55,2,0,28,0.40766968306220214,-0.37360720091511007,0,False,0.9558511000359431,False,dot,square,0.4694844160569912,-3.791816957420268,-841.7833645472995,110.86657402788613,980,[np.int64(266)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,109,4,001,19,f,r,calibration,0.55,2,0,29,0.47090191089840744,-0.11652402308997703,1,False,0.569803700025659,False,dot,dot,0.43790400916177585,11.430147703781905,2080.286882088307,233.5549234481402,763,[np.int64(57)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,110,4,001,19,f,r,calibration,0.55,2,0,30,0.47090191089840744,-0.11652402308997703,1,False,0.7400172000052407,False,dot,dot,0.4116002389556647,6.958333898800085,1273.3751034804154,395.3713678370799,360,[np.int64(859)],-0.7012364178909394,2.438845202670119,1.4794328378006385,0.02904437689866616,0.021853182599705957,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,111,4,001,19,f,r,calibration,0.55,2,0,31,0.40766968306220214,-0.37360720091511007,1,False,0.6465627999859862,False,dot,dot,0.3908407647316965,6.847255136022956,1246.200434756178,267.8827318212248,378,[np.int64(1521)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,112,4,001,19,f,r,calibration,0.55,2,0,32,0.40766968306220214,-0.37360720091511007,1,False,0.9115430000238121,False,square,square,0.373225376301975,7.0859768538999095,1296.7337642636835,342.67500650359653,183,[np.int64(58)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,113,4,001,19,f,r,calibration,0.55,2,0,33,0.40766968306220214,-0.37360720091511007,1,False,1.0436953000025824,False,square,square,0.3584410450539032,5.284293019576745,967.0256225825442,377.01036601672564,1527,[np.int64(1102)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,114,4,001,19,f,r,calibration,0.55,2,0,34,0.347354013008391,-0.6306903787402434,1,False,1.7090167999849655,False,dot,dot,0.34811753652909205,6.094776624456867,1121.4388989000636,417.0857831521963,136,[np.int64(22)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,115,4,001,19,f,r,calibration,0.55,2,0,35,0.347354013008391,-0.6306903787402434,1,False,2.00792599999113,False,dot,dot,0.3389879233306725,3.781599125333928,718.5038338134464,241.1490819361624,1478,[np.int64(543)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,116,4,001,19,f,r,calibration,0.55,2,0,36,0.347354013008391,-0.6306903787402434,1,False,0.708244800043758,False,dot,dot,0.33093431898227665,4.234566762982317,774.925717625764,185.05152640559592,93,[np.int64(205)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,117,4,001,19,f,r,calibration,0.55,2,0,37,0.347354013008391,-0.6306903787402434,1,False,0.6615663999691606,False,square,square,0.3238373113124958,0.44494461360609,107.67659649267378,189.10065831763703,952,[np.int64(379)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,118,4,001,19,f,r,calibration,0.55,2,0,38,0.29156950079727495,-0.887773556565376,1,False,0.5907993000000715,False,dot,dot,0.32070672308872095,5.44622226213174,996.6586739701083,373.5868940700488,493,[np.int64(538)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,119,4,001,19,f,r,calibration,0.55,2,0,39,0.29156950079727495,-0.887773556565376,1,False,0.42873869999311864,False,square,square,0.3176096218338353,1.942154985345209,353.472207332828,352.0113430201482,547,[np.int64(388)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,120,4,001,19,f,r,calibration,0.55,2,0,40,0.29156950079727495,-0.887773556565376,1,False,0.6713861000025645,False,dot,dot,0.3145391868420704,4.5587010956354215,829.6835994056466,249.77543069766259,739,[np.int64(121)],-1.040070564530909,2.8017020942786384,1.733661580631181,0.02542078019214193,0.021261418950719577,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,121,4,001,19,f,r,calibration,0.55,2,0,41,0.29156950079727495,-0.887773556565376,1,False,0.5557381000253372,False,dot,dot,0.31150050744781277,2.369277286709459,428.8391888944121,264.483675015251,922,[np.int64(1181)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,122,4,001,19,f,r,calibration,0.55,2,0,42,0.29156950079727495,-0.887773556565376,1,False,0.5564798000268638,False,dot,dot,0.3085078413641789,4.243955916595857,772.3999768204459,233.06672037206567,362,[np.int64(329)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,123,4,001,19,f,r,calibration,0.55,2,0,43,0.29156950079727495,-0.887773556565376,0,False,1.0769344000145793,False,dot,square,0.2942963409290404,4.328519083565714,787.7904732089601,273.15272734258184,410,[np.int64(707)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,124,4,001,19,f,r,calibration,0.55,2,0,44,0.29156950079727495,-0.887773556565376,1,False,1.0744405000004917,False,square,square,0.2916186497883882,4.154088064272602,756.0440276976136,240.53146244019536,498,[np.int64(1180)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,125,4,001,19,f,r,calibration,0.55,2,0,45,0.29156950079727495,-0.887773556565376,0,False,0.44850050000241026,False,square,dot,0.28119093690476377,2.569171913296768,467.5892882200118,243.49078633584224,632,[np.int64(1119)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,126,4,001,19,f,r,calibration,0.55,2,0,46,0.347354013008391,-0.6306903787402434,1,False,0.7698844999540597,False,dot,dot,0.27625729813862493,4.062559184384102,739.3857715579065,265.4511232338864,615,[np.int64(570)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,127,4,001,19,f,r,calibration,0.55,2,0,47,0.29156950079727495,-0.887773556565376,1,False,0.6521059999940917,False,square,square,0.27393897479124846,3.2901030804109386,598.7987606347908,217.89129707688778,1310,[np.int64(83)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,128,4,001,19,f,r,calibration,0.55,2,0,48,0.29156950079727495,-0.887773556565376,1,False,0.5750126999919303,False,dot,dot,0.27172507118538153,3.843687247441159,703.3947662817321,217.87282727648883,158,[np.int64(1497)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,129,4,001,19,f,r,calibration,0.55,2,0,49,0.29156950079727495,-0.887773556565376,1,False,0.6598773000296205,False,dot,dot,0.269597849559668,6.21751981260645,1131.5886058943738,260.77759232833,1465,[np.int64(1003)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,130,4,001,19,f,r,calibration,0.55,2,0,50,0.29156950079727495,-0.887773556565376,1,False,1.4851338000153191,False,square,square,0.2675451480857751,5.811394323642403,1057.6737669029174,375.9170700895068,1573,[np.int64(94)],-1.0474071542681964,2.7688676172894424,1.69923092608982,0.025169902971724546,0.02117527822331719,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,131,4,001,19,f,r,calibration,0.55,2,0,51,0.29156950079727495,-0.887773556565376,1,False,0.9977624000166543,False,dot,dot,0.26555959176499017,3.872576555501722,704.8089331013134,301.01586587598007,233,[np.int64(1303)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,132,4,001,19,f,r,calibration,0.55,2,0,52,0.29156950079727495,-0.887773556565376,1,False,1.5337658999487758,False,square,square,0.2636377302469595,0.39535143675553913,71.95396148950812,245.702048334861,1194,[np.int64(611)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,133,4,001,19,f,r,calibration,0.55,2,0,53,0.29156950079727495,-0.887773556565376,1,False,1.0630732999998145,False,dot,dot,0.261779166151751,5.06975295679556,922.695038136792,343.4402955965544,242,[np.int64(630)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,134,4,001,19,f,r,calibration,0.55,2,0,54,0.29156950079727495,-0.887773556565376,1,False,0.7545804000110365,False,dot,dot,0.25998571854604285,5.452455753952466,986.8944914653964,308.84944221958733,939,[np.int64(1305)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,135,4,001,19,f,r,calibration,0.55,2,0,55,0.2414297750189407,-1.1448567343905092,0,False,0.47719750000396743,False,square,dot,0.24264723960908333,4.086902404596875,743.8162376366313,266.1008523433068,114,[np.int64(947)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,136,4,001,19,f,r,calibration,0.55,2,0,56,0.29156950079727495,-0.887773556565376,1,False,0.9456143000279553,False,square,square,0.24061103546534185,3.441506354216309,626.3541564673683,422.75107029541863,60,[np.int64(1467)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,137,4,001,19,f,r,calibration,0.55,2,0,57,0.29156950079727495,-0.887773556565376,0,False,0.6823089999961667,False,dot,square,0.23324813917859333,0.7859931983317716,183.1364152113028,63.49909245601069,365,[np.int64(1338)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,138,4,001,19,f,r,calibration,0.55,2,0,58,0.29156950079727495,-0.887773556565376,1,False,0.8657662000041455,False,dot,dot,0.23132859543337364,-1.244650637381371,-231.505018552935,98.25459826746761,1111,[np.int64(769)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,139,4,001,19,f,r,calibration,0.55,2,0,59,0.29156950079727495,-0.887773556565376,1,False,0.9289481999585405,False,dot,dot,0.22950834341787066,3.4333956874656826,624.8780151187542,465.47996129304687,200,[np.int64(924)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,140,4,001,19,f,r,calibration,0.55,2,0,60,0.29156950079727495,-0.887773556565376,1,False,0.9877622000058182,False,square,square,0.22778035478415792,3.937191215658759,716.5688012498941,408.11223480104167,1057,[np.int64(591)],-1.065252813590068,2.914061517702609,1.7871871633018594,0.024582281854498407,0.02100763065647332,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,141,4,001,19,f,r,calibration,0.55,2,0,61,0.29156950079727495,-0.887773556565376,1,False,0.4231930999667384,False,square,square,0.22613881864782664,3.5581392243113092,647.5813388246582,293.59068451561967,704,[np.int64(1367)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,142,4,001,19,f,r,calibration,0.55,2,0,62,0.29156950079727495,-0.887773556565376,1,False,0.6600413999985904,False,dot,dot,0.22457892177773955,-1.9946233251612075,-372.9945618051458,168.1329088366226,915,[np.int64(228)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,143,4,001,19,f,r,calibration,0.55,2,0,63,0.29156950079727495,-0.887773556565376,0,False,0.9910859999945387,False,square,dot,0.21781998760781063,8.150695001952135,1760.5501204216612,127.55840191301598,1078,[np.int64(519)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,144,4,001,19,f,r,calibration,0.55,2,0,64,0.29156950079727495,-0.887773556565376,1,False,0.585880900034681,False,square,square,0.21634348412385507,8.389901413977004,1568.9115644136996,151.12522980445354,910,[np.int64(343)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,145,4,001,19,f,r,calibration,0.55,2,0,65,0.29156950079727495,-0.887773556565376,0,False,0.6310285000363365,False,dot,square,0.2113409837038476,-0.006706734881388298,-1.2541594228196118,259.8666978205947,1416,[np.int64(137)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,146,4,001,19,f,r,calibration,0.55,2,0,66,0.29156950079727495,-0.887773556565376,1,False,0.5082008999888785,False,dot,dot,0.20983793978039844,4.648303442145316,850.6395299125929,238.79113625773292,185,[np.int64(715)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,147,4,001,19,f,r,calibration,0.55,2,0,67,0.29156950079727495,-0.887773556565376,0,False,0.4197534999693744,False,square,dot,0.20628748707497,5.048170349219183,918.7670035578913,369.04801075147265,1027,[np.int64(39)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,148,4,001,19,f,r,calibration,0.55,2,0,68,0.29156950079727495,-0.887773556565376,1,False,1.049324700026773,False,dot,dot,0.20470016526202509,5.042110343092599,917.664082442853,157.315001583328,31,[np.int64(1275)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,149,4,001,19,f,r,calibration,0.55,2,0,69,0.29156950079727495,-0.887773556565376,1,False,1.3556983000016771,False,square,square,0.20322568355652937,3.892445050498197,708.4249991906719,267.93442286482286,745,[np.int64(1029)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,150,4,001,19,f,r,calibration,0.55,2,0,70,0.29156950079727495,-0.887773556565376,1,False,0.8559717999887653,False,dot,dot,0.20185308937663324,3.4256347089413652,626.8911517362699,468.1914472993263,1352,[np.int64(1351)],-0.9996314940802539,2.6504540362060167,1.5651376983760505,0.025954960041422746,0.021279712464284672,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,151,4,001,19,f,r,calibration,0.55,2,0,71,0.29156950079727495,-0.887773556565376,1,False,0.631667000008747,False,dot,dot,0.20057232900252364,4.640648719062734,849.2387155884804,362.320915359997,1543,[np.int64(908)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,152,4,001,19,f,r,calibration,0.55,2,0,72,0.29156950079727495,-0.887773556565376,1,False,0.6922483000089414,False,dot,dot,0.19937415672890388,2.8310111124807347,515.2440224714937,318.6709891572772,1150,[np.int64(12)],nan,nan,nan,nan,nan,,,,,,,,,,,,4,001,19,f,r,0.36702615581268544,False,,,,,
,,153,4,001,19,f,r,test,,2,1,1,0.36702615581268544,,1,False,1.3346733000362292,False,img_B,img_B,,0.41544912801323136,75.6117412984081,230.31487239410993,358,[np.int64(90)],,,,,,high,0.36702615581268544,6,football_04s,nail_08s,72,13,24,34,41,False,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,154,4,001,19,f,r,test,,2,1,2,0.36702615581268544,,1,False,2.167273400002159,False,img_A,img_A,,1.9734796472108305,390.74897014774444,174.02041983413383,120,[np.int64(46)],,,,,,high,0.36702615581268544,3,cape_06s,sequin_08s,72,13,23,33,41,True,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,155,4,001,19,f,r,test,,2,1,3,0.36702615581268544,,1,False,0.7949953000061214,False,img_B,img_B,,5.202597690546368,993.6961588943561,235.30721906587482,1547,[np.int64(874)],,,,,,high,0.36702615581268544,7,meatball_14s,trap_07s,72,13,23,33,41,True,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,156,4,001,19,f,r,test,,2,1,4,0.36702615581268544,,0,False,1.6665366999804974,False,img_B,img_A,,3.3742304368634572,678.2203178095549,152.2876682476831,1188,[np.int64(1141)],,,,,,high,0.36702615581268544,4,vacuum_04s,hot_chocolate_12s,72,13,24,34,42,False,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,157,4,001,19,f,r,test,,2,1,5,0.36702615581268544,,1,False,2.4252511000377126,False,img_A,img_A,,6.2700571202285476,1297.9018238873093,79.97864006116014,66,[np.int64(1480)],,,,,,high,0.36702615581268544,5,banana_06s,fishnet_stockings_14s,72,13,24,34,41,False,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,158,4,001,19,f,r,test,,2,1,6,0.36702615581268544,,1,False,0.7336612999788485,False,img_B,img_B,,13.154087291921108,2472.9684108811684,249.84349128215516,141,[np.int64(1443)],,,,,,high,0.36702615581268544,4,hobbyhorse_04s,bowtie_14s,72,13,23,33,41,True,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,159,4,001,19,f,r,test,,2,1,7,0.36702615581268544,,1,False,0.8018194999895059,False,img_B,img_B,,3.2220429145667366,586.411810451146,585.4630557839895,887,[np.int64(1290)],,,,,,high,0.36702615581268544,7,hook1_15s,light_switch_17s,72,13,24,34,41,False,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
,,160,4,001,19,f,r,test,,2,1,8,0.36702615581268544,,1,False,0.6486016999697313,False,img_A,img_A,,12.786869382822461,2365.5708358221555,154.46055456675415,932,[np.int64(55)],,,,,,high,0.36702615581268544,5,pillbox_13s,toothpick_14n,72,13,23,33,41,True,4,001,19,f,r,0.36702615581268544,False,0.11031819022881101,True,"['high', 'low', 'high', 'low', 'high', 'low']",high,
