participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,trial_level,item_type,mem_response,mem_rt,mem_trigger_fix,mem_trigger_onset,mem_trigger_resp
14,001,25,f,r,memory_test,253,1,cornhusk_03s,unseen,,,,yes,1.2267154000001028,85,55,62
14,001,25,f,r,memory_test,254,2,coffee_filter_05s,seen,yes,low,controlled,yes,0.8171701999381185,81,51,61
14,001,25,f,r,memory_test,255,3,jersey_07s,seen,no,high,uncontrolled,yes,0.7252692999318242,84,54,61
14,001,25,f,r,memory_test,256,4,limousine_10s,seen,yes,high,controlled,no,0.8099166000029072,82,52,62
14,001,25,f,r,memory_test,257,5,ready_meal_11s,unseen,,,,no,0.964717400027439,85,55,61
14,001,25,f,r,memory_test,258,6,waffle_iron_14s,unseen,,,,no,1.0608617999823764,85,55,61
14,001,25,f,r,memory_test,259,7,hula_hoop_16s,seen,yes,high,controlled,yes,0.7040252999868244,82,52,61
14,001,25,f,r,memory_test,260,8,flan_02s,seen,yes,high,controlled,yes,0.7223076999653131,82,52,61
14,001,25,f,r,memory_test,261,9,quiche_11s,unseen,,,,no,0.8368949999567121,85,55,61
14,001,25,f,r,memory_test,262,10,playing_card_12s,seen,no,high,uncontrolled,yes,0.6453097999328747,84,54,61
14,001,25,f,r,memory_test,263,11,ham_05s,seen,yes,high,controlled,no,0.7193100999575108,82,52,62
14,001,25,f,r,memory_test,264,12,seesaw_03s,unseen,,,,no,0.6854617999633774,85,55,61
14,001,25,f,r,memory_test,265,13,diskette_03s,unseen,,,,no,0.7597068999893963,85,55,61
14,001,25,f,r,memory_test,266,14,hairnet_07s,seen,yes,low,controlled,yes,0.7696226999396458,81,51,61
14,001,25,f,r,memory_test,267,15,scarecrow_09s,unseen,,,,no,0.8199222999392077,85,55,61
14,001,25,f,r,memory_test,268,16,ironing_board_01b,seen,yes,high,controlled,no,0.7182434999849647,82,52,62
14,001,25,f,r,memory_test,269,17,biscuit_09s,seen,yes,high,controlled,yes,1.2976752000395209,82,52,61
14,001,25,f,r,memory_test,270,18,wrench_04s,unseen,,,,no,0.9572855000151321,85,55,61
14,001,25,f,r,memory_test,271,19,patty_09s,unseen,,,,no,0.6743781000841409,85,55,61
14,001,25,f,r,memory_test,272,20,asparagus_07s,unseen,,,,yes,1.1257710000500083,85,55,62
14,001,25,f,r,memory_test,273,21,wood_03s,seen,yes,high,controlled,yes,0.7519156000344083,82,52,61
14,001,25,f,r,memory_test,274,22,latte_01b,seen,yes,low,controlled,yes,1.2266467999434099,81,51,61
14,001,25,f,r,memory_test,275,23,slot_machine_05s,seen,no,low,uncontrolled,no,0.7762201000005007,83,53,62
14,001,25,f,r,memory_test,276,24,pie_02s,unseen,,,,no,0.8799952999688685,85,55,61
14,001,25,f,r,memory_test,277,25,cork_10s,seen,no,high,uncontrolled,no,0.7346010999754071,84,54,62
14,001,25,f,r,memory_test,278,26,waffle_17s,unseen,,,,no,0.910980400047265,85,55,61
14,001,25,f,r,memory_test,279,27,scoop_12s,unseen,,,,no,0.6928765000775456,85,55,61
14,001,25,f,r,memory_test,280,28,card_07s,unseen,,,,no,0.8500809000106528,85,55,61
14,001,25,f,r,memory_test,281,29,playpen_05s,unseen,,,,no,0.7596982999239117,85,55,61
14,001,25,f,r,memory_test,282,30,water_heater_01b,unseen,,,,no,0.7476728000910953,85,55,61
14,001,25,f,r,memory_test,283,31,dough_17s,seen,yes,low,controlled,yes,0.7534837999846786,81,51,61
14,001,25,f,r,memory_test,284,32,taffy_08s,seen,yes,high,controlled,yes,1.075027099926956,82,52,61
14,001,25,f,r,memory_test,285,33,belt_14s,seen,yes,low,controlled,yes,0.8818596000783145,81,51,61
14,001,25,f,r,memory_test,286,34,bulletproof_vest_03s,seen,no,low,uncontrolled,yes,0.728000900009647,83,53,61
14,001,25,f,r,memory_test,287,35,javelin_01s,seen,yes,low,controlled,yes,0.8860351999755949,81,51,61
14,001,25,f,r,memory_test,288,36,quesadilla_02s,unseen,,,,no,1.0287581000011414,85,55,61
14,001,25,f,r,memory_test,289,37,turtleneck_10s,unseen,,,,no,0.9668528999900445,85,55,61
14,001,25,f,r,memory_test,290,38,toast_13s,seen,yes,high,controlled,yes,0.7674012000206858,82,52,61
14,001,25,f,r,memory_test,291,39,match_07s,unseen,,,,no,0.7256351999239996,85,55,61
14,001,25,f,r,memory_test,292,40,banana_06s,seen,yes,low,controlled,yes,0.7870168999070302,81,51,61
14,001,25,f,r,memory_test,293,41,gold_13s,seen,yes,high,controlled,yes,0.6627762999851257,82,52,61
14,001,25,f,r,memory_test,294,42,lab_coat_04s,unseen,,,,no,0.8539197999052703,85,55,61
14,001,25,f,r,memory_test,295,43,riser_11s,unseen,,,,no,0.9539397999178618,85,55,61
14,001,25,f,r,memory_test,296,44,refrigerator_11s,seen,yes,low,controlled,yes,0.7930661999853328,81,51,61
14,001,25,f,r,memory_test,297,45,applesauce_05s,unseen,,,,yes,1.2833153000101447,85,55,62
14,001,25,f,r,memory_test,298,46,bracelet1_12s,seen,yes,low,controlled,no,0.7858242000220343,81,51,62
14,001,25,f,r,memory_test,299,47,wallet_05s,seen,yes,high,controlled,no,1.0151013999711722,82,52,62
14,001,25,f,r,memory_test,300,48,bracelet2_08s,seen,yes,low,controlled,yes,1.1252730999840423,81,51,61
14,001,25,f,r,memory_test,301,49,subway_13s,unseen,,,,no,1.0980686000548303,85,55,61
14,001,25,f,r,memory_test,302,50,candy_cane_06s,unseen,,,,yes,0.8458038999233395,85,55,62
14,001,25,f,r,memory_test,303,51,bin_01b,seen,no,low,uncontrolled,no,0.8336911000078544,83,53,62
14,001,25,f,r,memory_test,304,52,roll_01b,seen,yes,high,controlled,no,0.8629180999705568,82,52,62
14,001,25,f,r,memory_test,305,53,barrette_09s,seen,yes,low,controlled,yes,0.8883328998927027,81,51,61
14,001,25,f,r,memory_test,306,54,t-shirt_06s,seen,no,high,uncontrolled,no,0.7134231999516487,84,54,62
14,001,25,f,r,memory_test,307,55,toothpick_14n,seen,yes,low,controlled,yes,0.6678144000470638,81,51,61
14,001,25,f,r,memory_test,308,56,bathrobe_07s,unseen,,,,no,0.647028399980627,85,55,61
14,001,25,f,r,memory_test,309,57,dice_14s,seen,no,high,uncontrolled,no,0.7812594999559224,84,54,62
14,001,25,f,r,memory_test,310,58,throne_02s,seen,no,low,uncontrolled,yes,1.010224400088191,83,53,61
14,001,25,f,r,memory_test,311,59,shaving_cream_05s,unseen,,,,no,0.7769794000778347,85,55,61
14,001,25,f,r,memory_test,312,60,paintbrush_02s,unseen,,,,no,0.676288100075908,85,55,61
14,001,25,f,r,memory_test,313,61,battery_10s,unseen,,,,no,0.8131279000081122,85,55,61
14,001,25,f,r,memory_test,314,62,outlet_02s,unseen,,,,no,0.6802501999773085,85,55,61
14,001,25,f,r,memory_test,315,63,brick_09s,unseen,,,,no,1.0079714000457898,85,55,61
14,001,25,f,r,memory_test,316,64,block_15s,unseen,,,,no,0.8047555000521243,85,55,61
14,001,25,f,r,memory_test,317,65,mitten_08s,seen,no,high,uncontrolled,yes,0.7817963999696076,84,54,61
14,001,25,f,r,memory_test,318,66,eggnog_02s,seen,yes,high,controlled,yes,0.9170006000204012,82,52,61
14,001,25,f,r,memory_test,319,67,pencil_sharpener_11s,unseen,,,,no,0.680102700018324,85,55,61
14,001,25,f,r,memory_test,320,68,crystal1_05s,unseen,,,,no,0.7823178999824449,85,55,61
14,001,25,f,r,memory_test,321,69,frisbee_04s,unseen,,,,no,1.151738899992779,85,55,61
14,001,25,f,r,memory_test,322,70,peppermint_02s,seen,yes,high,controlled,yes,1.0355828000465408,82,52,61
14,001,25,f,r,memory_test,323,71,cotton_candy_08s,seen,yes,low,controlled,no,0.9127324000000954,81,51,62
14,001,25,f,r,memory_test,324,72,belt_buckle_14s,seen,no,low,uncontrolled,no,0.8789077999535948,83,53,62
