thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_low,quest_low_converged,quest_prop_high,quest_high_converged,miniblock_order,starts_with,
,,1,15,001,20,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,0,False,2.716882699984126,False,square,dot,0.7868489501376656,13.973231551417616,2473.261984600918,219.92914626947996,1315,[np.int64(1244)],0.08546844611530306,3.2884933912590077,2.0699589733917225,0.0266646667842519,0.021664116488440077,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,2,15,001,20,f,r,calibration,0.55,2,0,2,0.5350820483873121,0.14055915473515587,1,False,0.7117286000866443,False,dot,dot,0.7680685877645114,18.60105866957295,3403.99373653185,178.38495424386443,637,[np.int64(317)],-0.06239143700573463,3.2968115039161887,2.0738354920765576,0.02633574150448608,0.02160265882743015,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,3,15,001,20,f,r,calibration,0.55,2,0,3,0.5350820483873121,0.14055915473515587,1,False,0.5189264001091942,False,square,square,0.7386941509577899,15.648458956341358,2848.0195300541272,184.94546629254037,799,[np.int64(674)],-0.19599638378391793,3.320733594217113,2.083914488125944,0.025983896614999752,0.02153275512190456,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,4,15,001,20,f,r,calibration,0.55,2,0,4,0.5350820483873121,0.14055915473515587,1,False,0.7236267999978736,False,square,square,0.7042880712139795,10.250829046779646,1875.9017155606753,193.21464063373313,567,[np.int64(604)],-0.3120815790034459,3.3577691000380265,2.09887292076611,0.025613595780084104,0.021454525462129854,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,5,15,001,20,f,r,calibration,0.55,2,0,5,0.47090191089840744,-0.11652402308997703,1,False,0.6816605000058189,False,square,square,0.6790583197267984,19.9670051125904,3653.961935604043,236.78054535887512,867,[np.int64(1015)],-0.4269904921471382,3.3844717444201766,2.110190441626942,0.025265865323374898,0.021376789281911265,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,6,15,001,20,f,r,calibration,0.55,2,0,6,0.347354013008391,-0.6306903787402434,1,False,0.762810799991712,False,square,square,0.6818987905101231,-2.6898804368789646,-492.24811994885056,295.6456340570906,1130,[np.int64(1122)],-0.5487408554775369,3.3520602599352745,2.0957192452205087,0.02499745250400725,0.021314055146616114,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,7,15,001,20,f,r,calibration,0.55,2,0,7,0.347354013008391,-0.6306903787402434,1,False,0.6424823000561446,False,square,square,0.6772031074230581,8.899470578919948,1628.6031159423505,509.0924887012041,776,[np.int64(1435)],-0.6701547994908685,3.337368132187306,2.0886943205557684,0.02470611719280538,0.021243057567786657,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,8,15,001,20,f,r,calibration,0.55,2,0,8,0.29156950079727495,-0.887773556565376,1,False,0.4788342999527231,False,square,square,0.6816185192101772,6.80963060125521,1239.3527694284483,256.890821938513,1539,[np.int64(1014)],-0.7929801241014247,3.3036281810400325,2.0736367108914457,0.02444384192486186,0.02117664123833414,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,9,15,001,20,f,r,calibration,0.55,2,0,9,0.29156950079727495,-0.887773556565376,0,False,0.7242382999975234,False,dot,square,0.5864874152941396,10.352807003702447,1853.152453662738,156.4250834991597,516,[np.int64(793)],-0.4811647510496438,3.343554427174206,2.091728559289542,0.025166133223532353,0.021348458617916777,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,10,15,001,20,f,r,calibration,0.55,2,0,10,0.47090191089840744,-0.11652402308997703,1,False,0.5501088000601158,False,dot,dot,0.5535251507974972,9.443896073338806,1718.7890853476626,236.38772927719236,781,[np.int64(588)],-0.559253083504274,3.396517811845367,2.113723178107865,0.02479059035681648,0.021258367741856042,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,11,15,001,20,f,r,calibration,0.55,2,0,11,0.47090191089840744,-0.11652402308997703,1,False,0.9630385000491515,False,square,square,0.5245920103233447,0.9285497996907778,325.920979691463,46.29283940566928,8,[np.int64(937)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,12,15,001,20,f,r,calibration,0.55,2,0,12,0.40766968306220214,-0.37360720091511007,1,False,0.6909781999420375,False,dot,dot,0.5055522392131498,-0.09370835415745828,-20.896962977113194,15.58763372394786,824,[np.int64(296)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,13,15,001,20,f,r,calibration,0.55,2,0,13,0.347354013008391,-0.6306903787402434,1,False,0.6414295999566093,False,dot,dot,0.49774129088715685,0.7118716202854016,184.37474965391903,13.614690766620331,79,[np.int64(777)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,14,15,001,20,f,r,calibration,0.55,2,0,14,0.29156950079727495,-0.887773556565376,1,False,0.6442110000643879,False,dot,dot,0.5015780617587803,0.5453298193616847,132.51514610488937,4.9637810222470105,303,[np.int64(167)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,15,15,001,20,f,r,calibration,0.55,2,0,15,0.29156950079727495,-0.887773556565376,1,False,0.643340399954468,False,square,square,0.5025858921691385,1.0577852858309056,228.48162173947563,16.383409188119717,1112,[np.int64(938)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,16,15,001,20,f,r,calibration,0.55,2,0,16,0.29156950079727495,-0.887773556565376,1,False,0.7236972000682727,False,dot,dot,0.5007276313826096,0.4256629206423673,87.68656165232767,11.871995615753859,863,[np.int64(403)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,17,15,001,20,f,r,calibration,0.55,2,0,17,0.2414297750189407,-1.1448567343905092,1,False,1.190054800012149,False,dot,dot,0.508553527424444,0.9595947320030579,178.48462015256877,28.244133370297497,178,[np.int64(827)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,18,15,001,20,f,r,calibration,0.55,2,0,18,0.2414297750189407,-1.1448567343905092,0,False,0.6472541999537498,False,dot,square,0.4306334908855804,0.690002385610593,131.10045326601266,21.509787805939126,1373,[np.int64(730)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,19,15,001,20,f,r,calibration,0.55,2,0,19,0.347354013008391,-0.6306903787402434,0,False,0.6392958998912945,False,square,dot,0.4185652122361262,0.3433884361618092,95.80537368914477,3.385389109143116,1388,[np.int64(991)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,20,15,001,20,f,r,calibration,0.55,2,0,20,0.40766968306220214,-0.37360720091511007,1,False,0.701285699964501,False,dot,dot,0.39924114591836785,1.1069875831000806,210.3276407890153,13.523876605428832,285,[np.int64(607)],-0.7055562749828919,3.3282474298520994,2.065504196132775,0.0243831737687195,0.021130360592128743,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,21,15,001,20,f,r,calibration,0.55,2,0,21,0.40766968306220214,-0.37360720091511007,1,False,0.5909145999467,False,dot,dot,0.38255397675554137,1.8836074400078282,346.5837689614404,37.34886390263284,639,[np.int64(1372)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,22,15,001,20,f,r,calibration,0.55,2,0,22,0.347354013008391,-0.6306903787402434,1,False,0.9784569999901578,False,square,square,0.3728615193132521,0.715250307379264,133.0365571725431,1.6846066476075912,852,[np.int64(947)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,23,15,001,20,f,r,calibration,0.55,2,0,23,0.347354013008391,-0.6306903787402434,1,False,0.6463238999713212,False,square,square,0.3637350465753049,1.6318675146867303,329.6372379667195,33.33157292160329,696,[np.int64(724)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,24,15,001,20,f,r,calibration,0.55,2,0,24,0.347354013008391,-0.6306903787402434,1,False,0.6234311000443995,False,dot,dot,0.35534234851794483,1.1629607916403597,212.82182487018582,8.842141047634243,629,[np.int64(1402)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,25,15,001,20,f,r,calibration,0.55,2,0,25,0.29156950079727495,-0.887773556565376,1,False,0.6786000999854878,False,dot,dot,0.35438657445919286,0.8899552353747711,274.99616773080425,11.261333403075454,30,[np.int64(1461)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,26,15,001,20,f,r,calibration,0.55,2,0,26,0.29156950079727495,-0.887773556565376,1,False,0.5785605000564829,False,square,square,0.3528857094095636,1.9706581967742445,376.3957155838807,13.934687161112379,1548,[np.int64(1596)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,27,15,001,20,f,r,calibration,0.55,2,0,27,0.29156950079727495,-0.887773556565376,0,False,0.7128581000724807,False,dot,square,0.3199124235416008,1.1719851887146493,229.70909698807128,26.862121616159392,711,[np.int64(773)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,28,15,001,20,f,r,calibration,0.55,2,0,28,0.347354013008391,-0.6306903787402434,1,False,1.3980087999952957,False,dot,dot,0.31174977461536646,0.6236998152659278,122.86886360738777,10.19098744405181,1170,[np.int64(507)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,29,15,001,20,f,r,calibration,0.55,2,0,29,0.347354013008391,-0.6306903787402434,1,False,0.715225400053896,False,dot,dot,0.3045348179934774,-1.329750505767057,-388.2871476839806,47.35540634766719,855,[np.int64(1188)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,30,15,001,20,f,r,calibration,0.55,2,0,30,0.29156950079727495,-0.887773556565376,1,False,0.8836608999408782,False,dot,dot,0.3032664433365061,1.3082456699036504,243.333694602079,9.829624456058696,1322,[np.int64(246)],-0.9339849256811349,3.5762007595226577,2.1801374827487257,0.022432000680317234,0.02054272789481257,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,31,15,001,20,f,r,calibration,0.55,2,0,31,0.29156950079727495,-0.887773556565376,1,False,0.9451212000567466,False,square,square,0.3018658118850418,0.21687129525200347,41.20554609788066,3.3242090567143854,812,[np.int64(1457)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,32,15,001,20,f,r,calibration,0.55,2,0,32,0.29156950079727495,-0.887773556565376,1,False,2.3462644000537694,False,dot,dot,0.30037083202254417,0.8842908380850137,180.3953309693428,3.1945322932613975,611,[np.int64(899)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,33,15,001,20,f,r,calibration,0.55,2,0,33,0.29156950079727495,-0.887773556565376,1,False,0.5983935999684036,False,dot,dot,0.2988300791642949,0.7530586008666634,156.63618898026598,6.871039889762089,994,[np.int64(506)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,34,15,001,20,f,r,calibration,0.55,2,0,34,0.29156950079727495,-0.887773556565376,1,False,1.1276318000163883,False,dot,dot,0.2972964020091019,0.5414250175004626,110.99212858759483,2.970950888683314,1423,[np.int64(1152)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,35,15,001,20,f,r,calibration,0.55,2,0,35,0.2414297750189407,-1.1448567343905092,1,False,0.73357209993992,False,dot,dot,0.30249538221627664,-0.0766070805176801,-14.708559459394579,5.265399711340295,70,[np.int64(410)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,36,15,001,20,f,r,calibration,0.55,2,0,36,0.2414297750189407,-1.1448567343905092,1,False,0.6919865999370813,False,square,square,0.3071334986655745,-0.2749905342641401,-70.39757677161987,38.177410189382975,1463,[np.int64(1338)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,37,15,001,20,f,r,calibration,0.55,2,0,37,0.2414297750189407,-1.1448567343905092,0,False,0.6290750000625849,False,dot,square,0.267457915741742,-0.8934302663960886,-165.28459928327638,10.974665725536559,1326,[np.int64(325)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,38,15,001,20,f,r,calibration,0.55,2,0,38,0.29156950079727495,-0.887773556565376,0,False,0.8199279999826103,False,dot,square,0.2531989460730865,0.5124838276201665,94.80950810973081,19.28486723060261,1033,[np.int64(50)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,39,15,001,20,f,r,calibration,0.55,2,0,39,0.29156950079727495,-0.887773556565376,1,False,1.1369771999306977,False,square,square,0.2500667042002817,0.843712129153648,158.61788028088583,6.283693982227874,293,[np.int64(714)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,40,15,001,20,f,r,calibration,0.55,2,0,40,0.29156950079727495,-0.887773556565376,0,False,0.6448992000659928,False,square,dot,0.24161114303138603,1.3095427465569789,244.88449360615505,15.179833254281746,1440,[np.int64(990)],-0.8812169759699613,3.3922807670412087,2.072805337581073,0.023300857614366136,0.020783807115666315,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,41,15,001,20,f,r,calibration,0.55,2,0,41,0.347354013008391,-0.6306903787402434,0,False,1.0500174999469891,False,dot,square,0.2493504805167399,1.63812015218258,322.7096699799682,19.89600044769025,1442,[np.int64(667)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,42,15,001,20,f,r,calibration,0.55,2,0,42,0.347354013008391,-0.6306903787402434,1,False,0.6357185000088066,False,dot,dot,0.24217659555486043,1.3919331860892703,306.22530093963945,12.680455602988586,1061,[np.int64(1525)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,43,15,001,20,f,r,calibration,0.55,2,0,43,0.347354013008391,-0.6306903787402434,0,False,0.7444531000219285,False,square,dot,0.25033834199990274,0.49705329165884043,147.6248276226756,12.269592953353687,1520,[np.int64(1025)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,44,15,001,20,f,r,calibration,0.55,2,0,44,0.40766968306220214,-0.37360720091511007,1,False,0.5693875999422744,False,dot,dot,0.2419882266948024,0.7512703033164977,199.83790068218838,11.94473028816713,476,[np.int64(996)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,45,15,001,20,f,r,calibration,0.55,2,0,45,0.347354013008391,-0.6306903787402434,0,False,0.5676772999577224,False,square,dot,0.24948194734295648,0.6535989944036288,146.40617474641286,14.454940509916792,1056,[np.int64(1503)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,46,15,001,20,f,r,calibration,0.55,2,0,46,0.40766968306220214,-0.37360720091511007,0,False,0.7393638000357896,False,square,dot,0.2706935055347129,0.3044021421886308,94.66906622066418,2.052490063918728,1592,[np.int64(868)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,47,15,001,20,f,r,calibration,0.55,2,0,47,0.40766968306220214,-0.37360720091511007,0,False,0.5517519999993965,False,square,dot,0.294908529395064,0.19578661199170538,76.55256528875681,1.995348772758194,1360,[np.int64(1526)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,48,15,001,20,f,r,calibration,0.55,2,0,48,0.47090191089840744,-0.11652402308997703,1,False,0.8713264999678358,False,dot,dot,0.2803701265370594,1.1953934229071939,259.40037277086105,8.149715254566066,978,[np.int64(671)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,49,15,001,20,f,r,calibration,0.55,2,0,49,0.47090191089840744,-0.11652402308997703,1,False,0.5805873000063002,False,square,square,0.26815448874974906,1.578820029642393,322.0792860470482,30.5409854927313,470,[np.int64(548)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,50,15,001,20,f,r,calibration,0.55,2,0,50,0.40766968306220214,-0.37360720091511007,1,False,0.5926001000916585,False,square,square,0.2582778788256259,1.230645608457464,237.51460243229053,8.033020925384907,245,[np.int64(1042)],-0.5776191710795957,2.5248422417314162,1.4184794964921275,0.028628753880151084,0.02179010634399871,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,51,15,001,20,f,r,calibration,0.55,2,0,51,0.40766968306220214,-0.37360720091511007,1,False,0.5944391000084579,False,square,square,0.2495552173497241,1.2219457295989196,243.16720019018499,11.033215467819307,205,[np.int64(277)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,52,15,001,20,f,r,calibration,0.55,2,0,52,0.40766968306220214,-0.37360720091511007,1,False,0.6401685000164434,False,square,square,0.24183086228036607,0.7020329932926784,143.91676362499908,4.394984860638656,138,[np.int64(732)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,53,15,001,20,f,r,calibration,0.55,2,0,53,0.40766968306220214,-0.37360720091511007,1,False,0.6923151999944821,False,square,square,0.23496571629301347,0.8457402604433985,177.60545469311367,7.698186117993185,1105,[np.int64(982)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
,,54,15,001,20,f,r,calibration,0.55,2,0,54,0.40766968306220214,-0.37360720091511007,0,False,0.5080050000688061,False,dot,square,0.24721312137593437,0.5071362474569059,101.93438573883807,23.838972448402085,1429,[np.int64(1062)],nan,nan,nan,nan,nan,,,,,,,,,,,,,15,001,20,f,r,,,,,,,
