thisRow.t,notes,overall_trial_num,participant,session,age,gender,handedness,phase,calib_target,n_shapes,block_num,trial_in_block,prop_used,stimulus_logit,detection_accuracy,is_timeout,rt_choice,early_response,true_controlled,response_controlled,quest_alpha_sd,mean_evidence,sum_evidence,var_evidence,target_snippet_id,distractor_snippet_ids,quest_alpha_mean,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,control_condition,threshold_75,agency_rating,img_A_name,img_B_name,trigger_fix,trigger_stim_onset,trigger_motion_start,trigger_resp_onset,trigger_resp_val,trigger_agency_onset,target_is_left,participant,session,age,gender,handedness,quest_prop_high,quest_high_converged,quest_prop_low,quest_low_converged,miniblock_order,starts_with,
,,11,22,001,26,f,r,calibration,0.75,2,-1,11,0.7629446568996856,1.1688918660356877,1,False,0.4748954998794943,False,dot,dot,0.52056825400603,8.098219177848641,1562.9563013247875,127.39884564844071,124,[np.int64(325)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,12,22,001,26,f,r,calibration,0.75,2,-1,12,0.7629446568996856,1.1688918660356877,1,False,0.6390466999728233,False,dot,dot,0.49920982008922216,6.595021408111327,1503.6648810493825,107.2277044124975,1439,[np.int64(913)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,13,22,001,26,f,r,calibration,0.75,2,-1,13,0.7629446568996856,1.1688918660356877,1,False,0.5292521000374109,False,square,square,0.47740473992797544,13.179235941289853,2517.234064786362,203.3679966146604,1463,[np.int64(412)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,14,22,001,26,f,r,calibration,0.75,2,-1,14,0.7629446568996856,1.1688918660356877,0,False,0.6925116998609155,False,square,dot,0.487046005261304,7.834395275708985,1472.8663118332893,83.63400489057103,1167,[np.int64(986)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,15,22,001,26,f,r,calibration,0.75,2,-1,15,0.7629446568996856,1.1688918660356877,1,False,0.5196748999878764,False,square,square,0.47275427684657617,7.823454147075444,1603.808100150466,95.80809378850867,1184,[np.int64(366)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,16,22,001,26,f,r,calibration,0.75,2,-1,16,0.7629446568996856,1.1688918660356877,1,False,0.6453862001653761,False,dot,dot,0.4564440915501884,12.21314684269964,2503.695102753426,186.81319774099978,1037,[np.int64(990)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,17,22,001,26,f,r,calibration,0.75,2,-1,17,0.7629446568996856,1.1688918660356877,1,False,0.5706618998665363,False,dot,dot,0.43946343635068386,8.036821479162915,1928.8371549990998,128.5673043214267,748,[np.int64(824)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,18,22,001,26,f,r,calibration,0.75,2,-1,18,0.7629446568996856,1.1688918660356877,1,False,0.41116480017080903,False,square,square,0.4229110186028226,7.541734340904441,1561.1390085672192,100.7329502229235,1217,[np.int64(29)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,19,22,001,26,f,r,calibration,0.75,2,-1,19,0.7629446568996856,1.1688918660356877,1,False,0.6039695998188108,False,dot,dot,0.407572084156756,10.764884201457782,2013.0333456726053,141.26932716966851,361,[np.int64(1546)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,20,22,001,26,f,r,calibration,0.75,2,-1,20,0.7133701336716126,0.9118086882105548,1,False,0.5156280000228435,False,square,square,0.3972312303180792,13.567971957777258,2700.0264195976742,154.367508525432,20,[np.int64(84)],0.6880884879143866,3.1630552866338126,2.001868294872833,0.025615453198130418,0.021391448451735868,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,21,22,001,26,f,r,calibration,0.75,2,-1,21,0.7133701336716126,0.9118086882105548,0,False,0.5438854999374598,False,square,dot,0.38529774979212633,9.004047535215241,1791.805459507833,117.67942825661814,989,[np.int64(755)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,22,22,001,26,f,r,calibration,0.75,2,-1,22,0.7629446568996856,1.1688918660356877,0,False,0.5004329001531005,False,dot,square,0.3947407966366792,8.177818329990949,1676.4527576481446,77.52541202069197,229,[np.int64(57)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,23,22,001,26,f,r,calibration,0.75,2,-1,23,0.806273406195118,1.4259750438608214,1,False,0.47515209997072816,False,square,square,0.3803515550571327,7.392636527628815,1655.9505821888545,105.50194524542404,799,[np.int64(1555)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,24,22,001,26,f,r,calibration,0.75,2,-1,24,0.7629446568996856,1.1688918660356877,1,False,1.0715106998104602,False,dot,dot,0.3687082250759859,11.358227039967487,2351.1529972732696,227.860965314349,915,[np.int64(1113)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,25,22,001,26,f,r,calibration,0.75,2,-1,25,0.7629446568996856,1.1688918660356877,1,False,0.5113591998815536,False,square,square,0.35725489658197007,13.149464229875154,2708.7896313542815,171.31883973088955,1467,[np.int64(168)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,26,22,001,26,f,r,calibration,0.75,2,-1,26,0.7629446568996856,1.1688918660356877,0,False,0.8160049000289291,False,dot,square,0.36295157433785125,11.380652326318678,2549.266121095384,229.05383387919795,939,[np.int64(1000)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,27,22,001,26,f,r,calibration,0.75,2,-1,27,0.806273406195118,1.4259750438608214,1,False,0.5718351998366416,False,square,square,0.35081869686864925,8.136404730336544,1529.6440893032702,67.35797790944818,577,[np.int64(707)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,28,22,001,26,f,r,calibration,0.75,2,-1,28,0.7629446568996856,1.1688918660356877,1,False,0.4927735000383109,False,square,square,0.34142311487177474,7.200164587482462,1353.6309424467029,100.68669246146736,393,[np.int64(1574)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,29,22,001,26,f,r,calibration,0.75,2,-1,29,0.7629446568996856,1.1688918660356877,0,False,0.6830096999183297,False,dot,square,0.3441990569390911,15.589142350690995,3102.239327787508,192.4122623152023,793,[np.int64(907)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,30,22,001,26,f,r,calibration,0.75,2,-1,30,0.806273406195118,1.4259750438608214,0,False,0.5510716999415308,False,square,dot,0.356484608485372,7.447984683550711,1526.8368601278958,98.8541469210625,1297,[np.int64(99)],1.2509461239094615,2.4063876242126776,1.440498814782116,0.03119327070019391,0.021989553556601715,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,31,22,001,26,f,r,calibration,0.75,2,-1,31,0.806273406195118,1.4259750438608214,1,False,0.7317639000248164,False,square,square,0.3473326625077189,15.931974765045195,3011.143230593542,187.22316656380488,662,[np.int64(69)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,32,22,001,26,f,r,calibration,0.75,2,-1,32,0.806273406195118,1.4259750438608214,1,False,0.5290284000802785,False,square,square,0.33791399918150594,21.89214545576589,4006.2626184051574,206.93966581624966,1025,[np.int64(1031)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,33,22,001,26,f,r,calibration,0.75,2,-1,33,0.806273406195118,1.4259750438608214,1,False,0.7890329998917878,False,dot,dot,0.32853351755699456,20.380780741396457,3709.3020949341553,156.44515444590485,1424,[np.int64(58)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,34,22,001,26,f,r,calibration,0.75,2,-1,34,0.806273406195118,1.4259750438608214,0,False,0.6589475001674145,False,dot,square,0.3381229284337549,18.47350849291858,3399.1255626970187,176.93846050221902,1227,[np.int64(15)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,35,22,001,26,f,r,calibration,0.75,2,-1,35,0.806273406195118,1.4259750438608214,1,False,0.569435200188309,False,dot,dot,0.3301457420918211,20.954754615264616,3813.7653399781602,205.03735609777777,922,[np.int64(531)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,36,22,001,26,f,r,calibration,0.75,2,-1,36,0.806273406195118,1.4259750438608214,0,False,0.7173845998477191,False,dot,square,0.33573395226251634,8.989710713771114,1797.942142754223,80.96004497169568,708,[np.int64(616)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,37,22,001,26,f,r,calibration,0.75,2,-1,37,0.843309065531368,1.683058221685953,1,False,0.5148079998325557,False,square,square,0.32803973023388716,9.182783682440343,1726.3633322987846,113.77451123052936,221,[np.int64(588)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,38,22,001,26,f,r,calibration,0.75,2,-1,38,0.843309065531368,1.683058221685953,1,False,0.4503444000147283,False,dot,dot,0.3202624078979114,12.342184950804741,2493.121360062558,208.70714560510493,834,[np.int64(114)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,39,22,001,26,f,r,calibration,0.75,2,-1,39,0.806273406195118,1.4259750438608214,1,False,0.6085476002190262,False,dot,dot,0.3134755314386243,7.762750232287444,1412.8205422763149,68.67511758494234,1034,[np.int64(516)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,40,22,001,26,f,r,calibration,0.75,2,-1,40,0.806273406195118,1.4259750438608214,0,False,0.5365314001683146,False,dot,square,0.31745480973737594,5.6617713413064585,1041.7659268003883,41.69072371416847,1340,[np.int64(153)],1.3546953393289864,2.26299552872165,1.2917426043988829,0.032635119725372586,0.021956116647446355,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,41,22,001,26,f,r,calibration,0.75,2,-1,41,0.843309065531368,1.683058221685953,1,False,0.6696865998674184,False,square,square,0.3105698164662288,20.582483624078204,3746.012019582233,164.30638126134642,1103,[np.int64(638)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,42,22,001,26,f,r,calibration,0.75,2,-1,42,0.843309065531368,1.683058221685953,1,False,0.5597616999875754,False,dot,dot,0.3036755931794743,16.613398264512004,3173.1590685217925,201.72424442755278,1402,[np.int64(1461)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,43,22,001,26,f,r,calibration,0.75,2,-1,43,0.806273406195118,1.4259750438608214,1,False,0.49320299993269145,False,dot,dot,0.2978479767928736,6.7225512091484205,1230.2268712741609,89.21914520067075,578,[np.int64(652)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,44,22,001,26,f,r,calibration,0.75,2,-1,44,0.806273406195118,1.4259750438608214,1,False,0.47211980004794896,False,square,square,0.29194717991170216,10.004616512516991,2171.001783216187,157.27258354036124,1517,[np.int64(648)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,45,22,001,26,f,r,calibration,0.75,2,-1,45,0.806273406195118,1.4259750438608214,1,False,0.6261950000189245,False,dot,dot,0.286091914554795,18.872625857582346,3472.5631577951517,250.46583325111865,123,[np.int64(1429)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,46,22,001,26,f,r,calibration,0.75,2,-1,46,0.806273406195118,1.4259750438608214,0,False,0.669895299943164,False,square,dot,0.2900842347301085,12.726214511661214,2608.8739748905487,175.5385334550502,1337,[np.int64(277)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,47,22,001,26,f,r,calibration,0.75,2,-1,47,0.843309065531368,1.683058221685953,1,False,0.5542234000749886,False,dot,dot,0.283957205409314,8.859666791302217,1736.4946910952347,146.63437250987792,1069,[np.int64(1485)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,48,22,001,26,f,r,calibration,0.75,2,-1,48,0.806273406195118,1.4259750438608214,1,False,0.5881794998422265,False,dot,dot,0.27881064564109687,8.458580309033307,1649.4231602614948,98.5273764242919,1137,[np.int64(1531)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,49,22,001,26,f,r,calibration,0.75,2,-1,49,0.806273406195118,1.4259750438608214,1,False,0.704792199889198,False,dot,dot,0.27372941730532546,20.511366369938653,3815.1141448085896,214.33103504629378,172,[np.int64(285)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,50,22,001,26,f,r,calibration,0.75,2,-1,50,0.806273406195118,1.4259750438608214,1,False,0.39263770007528365,False,dot,dot,0.2687817410575063,14.871042591243285,3063.4347737961166,158.08050251700675,1155,[np.int64(359)],1.2225364370466991,2.4201538152670348,1.4071333609585743,0.030615487526508868,0.02190650773252414,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,51,22,001,26,f,r,calibration,0.75,2,-1,51,0.806273406195118,1.4259750438608214,1,False,0.4122661999426782,False,dot,dot,0.2640196839080602,11.358758917883673,2169.5229533157817,166.88266725764544,1413,[np.int64(188)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,52,22,001,26,f,r,calibration,0.75,2,-1,52,0.806273406195118,1.4259750438608214,1,False,0.4758568999823183,False,square,square,0.25948049707067267,10.057302906452685,2051.689792916348,127.90582300275749,837,[np.int64(938)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,53,22,001,26,f,r,calibration,0.75,2,-1,53,0.806273406195118,1.4259750438608214,1,False,0.47109950007870793,False,square,square,0.2551883720482832,13.575752879987455,2687.999070237516,165.23563193736203,1450,[np.int64(1133)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,54,22,001,26,f,r,calibration,0.75,2,-1,54,0.806273406195118,1.4259750438608214,0,False,0.5933451999444515,False,square,dot,0.25766052133328116,12.437487215064758,2325.8101092171096,64.3093407030874,1287,[np.int64(1549)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,55,22,001,26,f,r,calibration,0.75,2,-1,55,0.806273406195118,1.4259750438608214,0,False,0.5147526999935508,False,square,dot,0.26036601502845697,9.955187432197455,2070.6789858970706,92.44681048811589,166,[np.int64(186)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,56,22,001,26,f,r,calibration,0.75,2,-1,56,0.806273406195118,1.4259750438608214,1,False,0.4692365999799222,False,square,square,0.25625336213207695,9.194399791919086,2022.7679542221988,142.27005404343828,1305,[np.int64(746)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,57,22,001,26,f,r,calibration,0.75,2,-1,57,0.806273406195118,1.4259750438608214,0,False,0.5098973999265581,False,dot,square,0.25890137030724647,9.192449769555958,1829.2975041416357,130.85133591397405,873,[np.int64(599)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,58,22,001,26,f,r,calibration,0.75,2,-1,58,0.843309065531368,1.683058221685953,1,False,0.5655940999276936,False,dot,dot,0.25421123637581333,10.190418178370631,2496.6524537008045,174.18044627091336,963,[np.int64(428)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,59,22,001,26,f,r,calibration,0.75,2,-1,59,0.843309065531368,1.683058221685953,1,False,0.5222318000160158,False,square,square,0.24971974671449207,15.495199621175004,2990.5735268867757,255.74886917043767,237,[np.int64(962)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,60,22,001,26,f,r,calibration,0.75,2,-1,60,0.806273406195118,1.4259750438608214,1,False,0.4545660000294447,False,square,square,0.24607814274098494,4.898738747421859,984.6464882317938,60.95756666972812,573,[np.int64(165)],1.2972886592581097,2.2815360644949982,1.257329379543806,0.03201340439735895,0.02190138007514554,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,61,22,001,26,f,r,calibration,0.75,2,-1,61,0.806273406195118,1.4259750438608214,1,False,0.4185685000848025,False,square,square,0.24254876201875605,9.076307601964272,1715.4221367712476,130.00267207701978,726,[np.int64(1436)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,62,22,001,26,f,r,calibration,0.75,2,-1,62,0.806273406195118,1.4259750438608214,1,False,0.4046587999910116,False,dot,dot,0.23915271211411698,11.740288337342097,2230.6547840949984,144.65332312159623,954,[np.int64(711)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,63,22,001,26,f,r,calibration,0.75,2,-1,63,0.806273406195118,1.4259750438608214,0,False,0.5896558999083936,False,square,dot,0.2408915325232147,7.815903617781645,1531.9171090852024,86.63448964017269,1261,[np.int64(1064)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,64,22,001,26,f,r,calibration,0.75,2,-1,64,0.806273406195118,1.4259750438608214,1,False,0.4501832998357713,False,square,square,0.23757579438298487,11.317453769355982,2331.3954764873324,195.0748994446488,627,[np.int64(1044)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,65,22,001,26,f,r,calibration,0.75,2,-1,65,0.806273406195118,1.4259750438608214,1,False,0.4863666999153793,False,square,square,0.2343792767667224,21.195927348363846,3963.6384141440394,230.8294979257213,1352,[np.int64(1118)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,66,22,001,26,f,r,calibration,0.75,2,-1,66,0.806273406195118,1.4259750438608214,1,False,0.496088600018993,False,dot,dot,0.2313152895864216,10.159539707910586,1859.195766547637,140.29824737775044,843,[np.int64(1377)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,67,22,001,26,f,r,calibration,0.75,2,-1,67,0.806273406195118,1.4259750438608214,1,False,0.5012218998745084,False,square,square,0.22839211201444073,15.163489788360492,2835.572590423412,224.2906310375296,379,[np.int64(647)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,68,22,001,26,f,r,calibration,0.75,2,-1,68,0.806273406195118,1.4259750438608214,0,False,0.3923689001239836,False,dot,square,0.2297249759171219,13.825530349134915,2695.9784180813085,223.7816119723514,1548,[np.int64(1273)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,69,22,001,26,f,r,calibration,0.75,2,-1,69,0.806273406195118,1.4259750438608214,1,False,0.5026717998553067,False,dot,dot,0.22682515477667514,14.905379820428465,2712.7791273179805,218.1618271605728,760,[np.int64(1304)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,70,22,001,26,f,r,calibration,0.75,2,-1,70,0.806273406195118,1.4259750438608214,1,False,0.4845634999219328,False,square,square,0.22405474667431333,8.455301869368926,1682.6050720044163,86.1830252877466,372,[np.int64(1168)],1.2756694306437053,2.2582862525275598,1.2256580638997248,0.03167386756987151,0.021872049554478596,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,71,22,001,26,f,r,calibration,0.75,2,-1,71,0.806273406195118,1.4259750438608214,0,False,0.4503498999401927,False,square,dot,0.2254864358398267,5.593762916997176,1079.596242980455,63.96604178556438,518,[np.int64(683)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,72,22,001,26,f,r,calibration,0.75,2,-1,72,0.806273406195118,1.4259750438608214,1,False,0.5374890000093728,False,dot,dot,0.22271805635837805,12.69870860441943,2349.2610918175947,153.660580755401,1141,[np.int64(1536)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,73,22,001,26,f,r,calibration,0.75,2,-1,73,0.806273406195118,1.4259750438608214,1,False,0.6886847000569105,False,dot,dot,0.22006994683844383,14.75562458769025,2759.3017978980765,186.75787544649768,775,[np.int64(331)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,74,22,001,26,f,r,calibration,0.75,2,-1,74,0.806273406195118,1.4259750438608214,0,False,0.5598549998831004,False,square,dot,0.2216062639707469,5.32515007124479,1070.355164320203,32.92269895012658,1032,[np.int64(1096)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,75,22,001,26,f,r,calibration,0.75,2,-1,75,0.843309065531368,1.683058221685953,1,False,0.4439515001140535,False,dot,dot,0.21845501787780702,14.770126075104423,2894.944710720467,216.64918849314822,1156,[np.int64(1322)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,76,22,001,26,f,r,calibration,0.75,2,-1,76,0.806273406195118,1.4259750438608214,0,False,0.5623351999092847,False,dot,square,0.22012007616903947,7.258553957046928,1350.0910360107287,78.20866595050394,1478,[np.int64(1101)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,77,22,001,26,f,r,calibration,0.75,2,-1,77,0.843309065531368,1.683058221685953,1,False,0.5884505000431091,False,dot,dot,0.21691188257845295,13.844729517595935,2838.1695511071666,186.780575861893,803,[np.int64(591)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,78,22,001,26,f,r,calibration,0.75,2,-1,78,0.843309065531368,1.683058221685953,0,False,0.7217896999791265,False,square,dot,0.22235394182915003,11.214715020257415,2299.01657915277,187.0928450691726,488,[np.int64(202)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,79,22,001,26,f,r,calibration,0.75,2,-1,79,0.843309065531368,1.683058221685953,1,False,0.48126690019853413,False,square,square,0.21917980136433587,13.506777086734882,2431.219875612279,160.2163375576136,605,[np.int64(1466)],nan,nan,nan,nan,nan,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,80,22,001,26,f,r,calibration,0.75,2,-1,80,0.843309065531368,1.683058221685953,1,False,0.4387342999689281,False,square,square,0.21612799179722786,9.659842147598015,1758.0912708628389,101.62170446239982,1262,[np.int64(1324)],1.3877034146878229,2.077870085510231,1.0362792627039041,0.03446550790905542,0.021736764845852238,,,,,,,,,,,,,22,001,26,f,r,,,,,,,
,,81,22,001,26,f,r,calibration,0.55,2,0,1,0.347354013008391,-0.6306903787402434,0,False,1.1960506001487374,False,square,dot,0.7868489501376656,4.12897012511833,1036.3715014047007,160.44342798802737,34,[np.int64(1458)],0.08546844611530306,3.2884933912590077,2.0699589733917225,0.0266646667842519,0.021664116488440077,,,,,,,,,,,,,22,001,26,f,r,0.806273406195118,False,,,,,
